,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,NSW1,2012/06/01 00:30:00,8506.26,26.62,TRADE
1,NSW1,2012/06/01 01:00:00,8314.28,26.92,TRADE
2,NSW1,2012/06/01 01:30:00,8098.45,31.11,TRADE
3,NSW1,2012/06/01 02:00:00,7834.31,25.99,TRADE
4,NSW1,2012/06/01 02:30:00,7475.86,23.9,TRADE
5,NSW1,2012/06/01 03:00:00,7220.44,22.52,TRADE
6,NSW1,2012/06/01 03:30:00,6982.67,16.64,TRADE
7,NSW1,2012/06/01 04:00:00,6889.65,16.15,TRADE
8,NSW1,2012/06/01 04:30:00,6873.57,15.94,TRADE
9,NSW1,2012/06/01 05:00:00,6937.04,21.43,TRADE
10,NSW1,2012/06/01 05:30:00,7240.67,22.66,TRADE
11,NSW1,2012/06/01 06:00:00,7666.96,25.93,TRADE
12,NSW1,2012/06/01 06:30:00,8419.48,27.19,TRADE
13,NSW1,2012/06/01 07:00:00,9223.03,28.59,TRADE
14,NSW1,2012/06/01 07:30:00,9613.52,27.08,TRADE
15,NSW1,2012/06/01 08:00:00,9993.45,28.11,TRADE
16,NSW1,2012/06/01 08:30:00,10060.49,28.68,TRADE
17,NSW1,2012/06/01 09:00:00,9959.06,27.81,TRADE
18,NSW1,2012/06/01 09:30:00,9954.07,27.81,TRADE
19,NSW1,2012/06/01 10:00:00,9885.28,27.8,TRADE
20,NSW1,2012/06/01 10:30:00,9812.0,27.77,TRADE
21,NSW1,2012/06/01 11:00:00,9701.34,27.8,TRADE
22,NSW1,2012/06/01 11:30:00,9534.09,27.8,TRADE
23,NSW1,2012/06/01 12:00:00,9503.06,28.04,TRADE
24,NSW1,2012/06/01 12:30:00,9477.42,27.8,TRADE
25,NSW1,2012/06/01 13:00:00,9364.43,27.77,TRADE
26,NSW1,2012/06/01 13:30:00,9331.07,27.8,TRADE
27,NSW1,2012/06/01 14:00:00,9288.7,27.8,TRADE
28,NSW1,2012/06/01 14:30:00,9220.31,27.76,TRADE
29,NSW1,2012/06/01 15:00:00,9215.55,27.86,TRADE
30,NSW1,2012/06/01 15:30:00,9246.84,27.97,TRADE
31,NSW1,2012/06/01 16:00:00,9423.43,27.92,TRADE
32,NSW1,2012/06/01 16:30:00,9587.04,27.74,TRADE
33,NSW1,2012/06/01 17:00:00,9986.83,30.73,TRADE
34,NSW1,2012/06/01 17:30:00,10456.78,34.15,TRADE
35,NSW1,2012/06/01 18:00:00,10693.58,38.38,TRADE
36,NSW1,2012/06/01 18:30:00,10529.77,39.27,TRADE
37,NSW1,2012/06/01 19:00:00,10340.93,36.31,TRADE
38,NSW1,2012/06/01 19:30:00,10125.15,32.33,TRADE
39,NSW1,2012/06/01 20:00:00,9853.54,31.78,TRADE
40,NSW1,2012/06/01 20:30:00,9678.97,30.25,TRADE
41,NSW1,2012/06/01 21:00:00,9500.83,28.69,TRADE
42,NSW1,2012/06/01 21:30:00,9220.74,27.89,TRADE
43,NSW1,2012/06/01 22:00:00,9011.93,27.35,TRADE
44,NSW1,2012/06/01 22:30:00,9073.56,31.54,TRADE
45,NSW1,2012/06/01 23:00:00,8918.0,31.24,TRADE
46,NSW1,2012/06/01 23:30:00,8882.18,31.39,TRADE
47,NSW1,2012/06/02 00:00:00,8740.93,29.47,TRADE
48,NSW1,2012/06/02 00:30:00,8482.88,30.02,TRADE
49,NSW1,2012/06/02 01:00:00,8231.63,27.79,TRADE
50,NSW1,2012/06/02 01:30:00,8049.62,29.45,TRADE
51,NSW1,2012/06/02 02:00:00,7707.29,24.31,TRADE
52,NSW1,2012/06/02 02:30:00,7359.98,22.88,TRADE
53,NSW1,2012/06/02 03:00:00,7048.22,22.47,TRADE
54,NSW1,2012/06/02 03:30:00,6799.54,22.36,TRADE
55,NSW1,2012/06/02 04:00:00,6639.9,22.38,TRADE
56,NSW1,2012/06/02 04:30:00,6576.72,22.35,TRADE
57,NSW1,2012/06/02 05:00:00,6573.0,22.44,TRADE
58,NSW1,2012/06/02 05:30:00,6669.4,22.49,TRADE
59,NSW1,2012/06/02 06:00:00,6837.35,22.6,TRADE
60,NSW1,2012/06/02 06:30:00,7101.16,23.23,TRADE
61,NSW1,2012/06/02 07:00:00,7386.5,25.18,TRADE
62,NSW1,2012/06/02 07:30:00,7688.18,25.67,TRADE
63,NSW1,2012/06/02 08:00:00,8221.94,27.17,TRADE
64,NSW1,2012/06/02 08:30:00,8729.96,28.69,TRADE
65,NSW1,2012/06/02 09:00:00,8987.22,30.35,TRADE
66,NSW1,2012/06/02 09:30:00,9265.33,34.5,TRADE
67,NSW1,2012/06/02 10:00:00,9297.1,32.29,TRADE
68,NSW1,2012/06/02 10:30:00,9351.31,31.39,TRADE
69,NSW1,2012/06/02 11:00:00,9219.13,30.19,TRADE
70,NSW1,2012/06/02 11:30:00,9130.03,29.54,TRADE
71,NSW1,2012/06/02 12:00:00,9106.33,28.23,TRADE
72,NSW1,2012/06/02 12:30:00,9075.87,27.8,TRADE
73,NSW1,2012/06/02 13:00:00,9087.16,29.29,TRADE
74,NSW1,2012/06/02 13:30:00,9006.33,27.79,TRADE
75,NSW1,2012/06/02 14:00:00,9053.87,27.98,TRADE
76,NSW1,2012/06/02 14:30:00,9032.52,28.28,TRADE
77,NSW1,2012/06/02 15:00:00,9042.64,27.81,TRADE
78,NSW1,2012/06/02 15:30:00,9161.04,29.57,TRADE
79,NSW1,2012/06/02 16:00:00,9206.04,30.42,TRADE
80,NSW1,2012/06/02 16:30:00,9374.75,31.51,TRADE
81,NSW1,2012/06/02 17:00:00,9735.32,35.41,TRADE
82,NSW1,2012/06/02 17:30:00,10000.19,38.95,TRADE
83,NSW1,2012/06/02 18:00:00,10224.45,39.28,TRADE
84,NSW1,2012/06/02 18:30:00,10090.54,36.3,TRADE
85,NSW1,2012/06/02 19:00:00,9814.7,31.38,TRADE
86,NSW1,2012/06/02 19:30:00,9543.38,30.71,TRADE
87,NSW1,2012/06/02 20:00:00,9276.7,30.14,TRADE
88,NSW1,2012/06/02 20:30:00,9072.62,30.02,TRADE
89,NSW1,2012/06/02 21:00:00,8921.64,28.17,TRADE
90,NSW1,2012/06/02 21:30:00,8693.52,27.7,TRADE
91,NSW1,2012/06/02 22:00:00,8521.61,26.15,TRADE
92,NSW1,2012/06/02 22:30:00,8443.71,27.76,TRADE
93,NSW1,2012/06/02 23:00:00,8327.03,27.67,TRADE
94,NSW1,2012/06/02 23:30:00,8229.91,28.79,TRADE
95,NSW1,2012/06/03 00:00:00,8067.57,27.84,TRADE
96,NSW1,2012/06/03 00:30:00,7703.17,25.7,TRADE
97,NSW1,2012/06/03 01:00:00,7503.44,24.91,TRADE
98,NSW1,2012/06/03 01:30:00,7316.29,23.33,TRADE
99,NSW1,2012/06/03 02:00:00,7091.83,22.44,TRADE
100,NSW1,2012/06/03 02:30:00,6775.73,18.15,TRADE
101,NSW1,2012/06/03 03:00:00,6532.86,15.03,TRADE
102,NSW1,2012/06/03 03:30:00,6359.47,14.82,TRADE
103,NSW1,2012/06/03 04:00:00,6287.75,15.03,TRADE
