,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,SA1,2002/11/01 00:30,1547.99,19.05,TRADE
1,SA1,2002/11/01 01:00,1570.08833,19.38,TRADE
2,SA1,2002/11/01 01:30,1490.56,19.55,TRADE
3,SA1,2002/11/01 02:00,1374.555,16.73,TRADE
4,SA1,2002/11/01 02:30,1293.11833,15.15,TRADE
5,SA1,2002/11/01 03:00,1238.2483300000001,14.29,TRADE
6,SA1,2002/11/01 03:30,1214.25333,12.33,TRADE
7,SA1,2002/11/01 04:00,1171.38833,11.32,TRADE
8,SA1,2002/11/01 04:30,1178.72667,12.67,TRADE
9,SA1,2002/11/01 05:00,1198.1966699999998,4.93,TRADE
10,SA1,2002/11/01 05:30,1236.255,4.42,TRADE
11,SA1,2002/11/01 06:00,1310.8033300000002,6.81,TRADE
12,SA1,2002/11/01 06:30,1403.62,16.71,TRADE
13,SA1,2002/11/01 07:00,1534.01,32.9,TRADE
14,SA1,2002/11/01 07:30,1622.97167,26.84,TRADE
15,SA1,2002/11/01 08:00,1585.2183300000002,27.28,TRADE
16,SA1,2002/11/01 08:30,1573.6566699999998,27.3,TRADE
17,SA1,2002/11/01 09:00,1562.66333,26.23,TRADE
18,SA1,2002/11/01 09:30,1571.64167,24.33,TRADE
19,SA1,2002/11/01 10:00,1546.20333,23.0,TRADE
20,SA1,2002/11/01 10:30,1558.5533300000002,22.97,TRADE
21,SA1,2002/11/01 11:00,1575.69167,22.5,TRADE
22,SA1,2002/11/01 11:30,1617.08667,23.26,TRADE
23,SA1,2002/11/01 12:00,1620.185,24.18,TRADE
24,SA1,2002/11/01 12:30,1605.1466699999999,26.01,TRADE
25,SA1,2002/11/01 13:00,1647.22667,26.0,TRADE
26,SA1,2002/11/01 13:30,1680.29,27.3,TRADE
27,SA1,2002/11/01 14:00,1695.91333,26.81,TRADE
28,SA1,2002/11/01 14:30,1691.33,27.3,TRADE
29,SA1,2002/11/01 15:00,1695.01833,29.4,TRADE
30,SA1,2002/11/01 15:30,1699.68167,32.53,TRADE
31,SA1,2002/11/01 16:00,1688.44,31.07,TRADE
32,SA1,2002/11/01 16:30,1686.975,35.43,TRADE
33,SA1,2002/11/01 17:00,1648.035,34.66,TRADE
34,SA1,2002/11/01 17:30,1597.165,27.3,TRADE
35,SA1,2002/11/01 18:00,1566.4166699999998,27.0,TRADE
36,SA1,2002/11/01 18:30,1561.2083300000002,23.65,TRADE
37,SA1,2002/11/01 19:00,1538.8016699999998,24.6,TRADE
38,SA1,2002/11/01 19:30,1564.81833,27.3,TRADE
39,SA1,2002/11/01 20:00,1560.13833,27.13,TRADE
40,SA1,2002/11/01 20:30,1544.3433300000002,22.97,TRADE
41,SA1,2002/11/01 21:00,1522.23167,19.56,TRADE
42,SA1,2002/11/01 21:30,1485.59667,19.47,TRADE
43,SA1,2002/11/01 22:00,1447.28667,18.52,TRADE
44,SA1,2002/11/01 22:30,1422.03333,26.88,TRADE
45,SA1,2002/11/01 23:00,1439.02667,27.29,TRADE
46,SA1,2002/11/01 23:30,1415.6233300000001,27.3,TRADE
47,SA1,2002/11/02 00:00,1513.61,26.58,TRADE
48,SA1,2002/11/02 00:30,1517.7,23.02,TRADE
49,SA1,2002/11/02 01:00,1527.395,24.37,TRADE
50,SA1,2002/11/02 01:30,1431.975,22.04,TRADE
51,SA1,2002/11/02 02:00,1320.0833300000002,19.03,TRADE
52,SA1,2002/11/02 02:30,1252.03833,17.38,TRADE
53,SA1,2002/11/02 03:00,1193.4266699999998,14.15,TRADE
54,SA1,2002/11/02 03:30,1155.82,13.24,TRADE
55,SA1,2002/11/02 04:00,1135.32833,13.22,TRADE
56,SA1,2002/11/02 04:30,1126.7816699999998,7.22,TRADE
57,SA1,2002/11/02 05:00,1121.91167,5.76,TRADE
58,SA1,2002/11/02 05:30,1133.065,9.44,TRADE
59,SA1,2002/11/02 06:00,1171.6166699999999,7.05,TRADE
60,SA1,2002/11/02 06:30,1196.405,10.67,TRADE
61,SA1,2002/11/02 07:00,1240.8333300000002,17.8,TRADE
62,SA1,2002/11/02 07:30,1285.265,13.23,TRADE
63,SA1,2002/11/02 08:00,1299.41167,14.32,TRADE
64,SA1,2002/11/02 08:30,1328.27,23.98,TRADE
65,SA1,2002/11/02 09:00,1337.37833,16.19,TRADE
66,SA1,2002/11/02 09:30,1380.48,21.01,TRADE
67,SA1,2002/11/02 10:00,1401.94333,27.38,TRADE
68,SA1,2002/11/02 10:30,1401.96333,26.6,TRADE
69,SA1,2002/11/02 11:00,1390.6033300000001,25.87,TRADE
70,SA1,2002/11/02 11:30,1394.66167,27.33,TRADE
71,SA1,2002/11/02 12:00,1388.23667,27.35,TRADE
72,SA1,2002/11/02 12:30,1376.94333,25.87,TRADE
73,SA1,2002/11/02 13:00,1373.5933300000002,20.72,TRADE
74,SA1,2002/11/02 13:30,1365.90167,24.17,TRADE
75,SA1,2002/11/02 14:00,1357.475,26.4,TRADE
76,SA1,2002/11/02 14:30,1334.19333,23.0,TRADE
77,SA1,2002/11/02 15:00,1325.01667,24.91,TRADE
78,SA1,2002/11/02 15:30,1312.78333,27.3,TRADE
79,SA1,2002/11/02 16:00,1305.5833300000002,25.7,TRADE
80,SA1,2002/11/02 16:30,1322.02333,23.0,TRADE
81,SA1,2002/11/02 17:00,1308.8433300000002,23.0,TRADE
82,SA1,2002/11/02 17:30,1318.5116699999999,23.0,TRADE
83,SA1,2002/11/02 18:00,1304.80833,23.54,TRADE
84,SA1,2002/11/02 18:30,1289.405,22.91,TRADE
85,SA1,2002/11/02 19:00,1288.34833,23.98,TRADE
86,SA1,2002/11/02 19:30,1312.98667,23.92,TRADE
87,SA1,2002/11/02 20:00,1353.2083300000002,22.78,TRADE
88,SA1,2002/11/02 20:30,1331.605,19.59,TRADE
89,SA1,2002/11/02 21:00,1313.45333,18.5,TRADE
90,SA1,2002/11/02 21:30,1300.1966699999998,19.69,TRADE
91,SA1,2002/11/02 22:00,1290.83167,18.51,TRADE
92,SA1,2002/11/02 22:30,1271.035,19.14,TRADE
93,SA1,2002/11/02 23:00,1295.25333,18.11,TRADE
94,SA1,2002/11/02 23:30,1326.21667,20.98,TRADE
95,SA1,2002/11/03 00:00,1430.15833,21.76,TRADE
96,SA1,2002/11/03 00:30,1464.095,23.0,TRADE
97,SA1,2002/11/03 01:00,1476.0733300000002,23.94,TRADE
98,SA1,2002/11/03 01:30,1386.19333,19.38,TRADE
99,SA1,2002/11/03 02:00,1279.03667,16.34,TRADE
100,SA1,2002/11/03 02:30,1202.94333,13.44,TRADE
101,SA1,2002/11/03 03:00,1137.77667,11.74,TRADE
102,SA1,2002/11/03 03:30,1096.33833,9.42,TRADE
103,SA1,2002/11/03 04:00,1068.895,5.51,TRADE
104,SA1,2002/11/03 04:30,1053.725,7.72,TRADE
105,SA1,2002/11/03 05:00,1044.1233300000001,-246.57,TRADE
106,SA1,2002/11/03 05:30,1049.315,1.12,TRADE
107,SA1,2002/11/03 06:00,1049.95167,2.54,TRADE
108,SA1,2002/11/03 06:30,1049.07833,9.3,TRADE
109,SA1,2002/11/03 07:00,1078.24,12.89,TRADE
110,SA1,2002/11/03 07:30,1116.43167,14.94,TRADE
111,SA1,2002/11/03 08:00,1128.6366699999999,15.32,TRADE
112,SA1,2002/11/03 08:30,1151.4783300000001,18.94,TRADE
113,SA1,2002/11/03 09:00,1181.25333,22.46,TRADE
114,SA1,2002/11/03 09:30,1202.00333,23.57,TRADE
115,SA1,2002/11/03 10:00,1216.54,24.68,TRADE
116,SA1,2002/11/03 10:30,1222.26667,24.49,TRADE
117,SA1,2002/11/03 11:00,1227.565,24.92,TRADE
118,SA1,2002/11/03 11:30,1234.22,24.28,TRADE
119,SA1,2002/11/03 12:00,1241.73167,24.07,TRADE
120,SA1,2002/11/03 12:30,1243.19167,23.74,TRADE
121,SA1,2002/11/03 13:00,1235.61833,23.57,TRADE
122,SA1,2002/11/03 13:30,1226.1783300000002,23.99,TRADE
123,SA1,2002/11/03 14:00,1231.90167,21.46,TRADE
124,SA1,2002/11/03 14:30,1238.875,22.09,TRADE
125,SA1,2002/11/03 15:00,1237.77667,21.35,TRADE
126,SA1,2002/11/03 15:30,1241.8633300000001,24.92,TRADE
127,SA1,2002/11/03 16:00,1246.29667,25.34,TRADE
128,SA1,2002/11/03 16:30,1260.175,27.3,TRADE
129,SA1,2002/11/03 17:00,1290.45333,27.3,TRADE
130,SA1,2002/11/03 17:30,1333.105,27.3,TRADE
131,SA1,2002/11/03 18:00,1362.35833,26.77,TRADE
132,SA1,2002/11/03 18:30,1358.89333,27.3,TRADE
133,SA1,2002/11/03 19:00,1350.23667,29.97,TRADE
134,SA1,2002/11/03 19:30,1380.82833,30.27,TRADE
135,SA1,2002/11/03 20:00,1423.80667,31.97,TRADE
136,SA1,2002/11/03 20:30,1419.405,29.03,TRADE
137,SA1,2002/11/03 21:00,1381.66333,26.93,TRADE
138,SA1,2002/11/03 21:30,1354.62167,26.96,TRADE
139,SA1,2002/11/03 22:00,1320.64833,23.52,TRADE
140,SA1,2002/11/03 22:30,1293.585,21.43,TRADE
141,SA1,2002/11/03 23:00,1319.1866699999998,19.54,TRADE
142,SA1,2002/11/03 23:30,1335.355,23.61,TRADE
143,SA1,2002/11/04 00:00,1458.35833,25.17,TRADE
144,SA1,2002/11/04 00:30,1488.36,23.45,TRADE
145,SA1,2002/11/04 01:00,1534.145,23.17,TRADE
146,SA1,2002/11/04 01:30,1451.1366699999999,23.22,TRADE
147,SA1,2002/11/04 02:00,1365.15333,22.3,TRADE
148,SA1,2002/11/04 02:30,1273.3733300000001,15.79,TRADE
149,SA1,2002/11/04 03:00,1216.84167,13.94,TRADE
150,SA1,2002/11/04 03:30,1182.185,11.56,TRADE
151,SA1,2002/11/04 04:00,1159.94,10.75,TRADE
152,SA1,2002/11/04 04:30,1157.71167,11.62,TRADE
153,SA1,2002/11/04 05:00,1169.94333,11.87,TRADE
154,SA1,2002/11/04 05:30,1202.65333,17.36,TRADE
155,SA1,2002/11/04 06:00,1276.20667,21.59,TRADE
156,SA1,2002/11/04 06:30,1335.0083300000001,24.4,TRADE
157,SA1,2002/11/04 07:00,1488.89,30.14,TRADE
158,SA1,2002/11/04 07:30,1584.98667,25.82,TRADE
159,SA1,2002/11/04 08:00,1561.67,27.3,TRADE
160,SA1,2002/11/04 08:30,1565.28333,27.33,TRADE
161,SA1,2002/11/04 09:00,1556.56833,26.52,TRADE
162,SA1,2002/11/04 09:30,1550.235,27.37,TRADE
163,SA1,2002/11/04 10:00,1534.885,27.14,TRADE
164,SA1,2002/11/04 10:30,1529.18,23.52,TRADE
165,SA1,2002/11/04 11:00,1530.1,21.62,TRADE
166,SA1,2002/11/04 11:30,1538.035,23.84,TRADE
167,SA1,2002/11/04 12:00,1534.35833,24.39,TRADE
168,SA1,2002/11/04 12:30,1528.01,23.17,TRADE
169,SA1,2002/11/04 13:00,1539.63167,18.05,TRADE
170,SA1,2002/11/04 13:30,1542.48,17.83,TRADE
171,SA1,2002/11/04 14:00,1560.4983300000001,19.13,TRADE
172,SA1,2002/11/04 14:30,1559.24667,19.63,TRADE
173,SA1,2002/11/04 15:00,1529.69,18.35,TRADE
174,SA1,2002/11/04 15:30,1526.37833,22.59,TRADE
