,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,SA1,2002/09/01 00:30,1573.7,26.74,TRADE
1,SA1,2002/09/01 01:00,1612.18,27.3,TRADE
2,SA1,2002/09/01 01:30,1520.85833,23.93,TRADE
3,SA1,2002/09/01 02:00,1429.83833,19.03,TRADE
4,SA1,2002/09/01 02:30,1328.78333,25.44,TRADE
5,SA1,2002/09/01 03:00,1235.88,20.2,TRADE
6,SA1,2002/09/01 03:30,1179.6966699999998,15.34,TRADE
7,SA1,2002/09/01 04:00,1144.49333,14.09,TRADE
8,SA1,2002/09/01 04:30,1107.9266699999998,12.59,TRADE
9,SA1,2002/09/01 05:00,1084.6966699999998,10.99,TRADE
10,SA1,2002/09/01 05:30,1073.58167,11.78,TRADE
11,SA1,2002/09/01 06:00,1088.44,12.42,TRADE
12,SA1,2002/09/01 06:30,1085.27833,11.07,TRADE
13,SA1,2002/09/01 07:00,1099.70167,11.66,TRADE
14,SA1,2002/09/01 07:30,1105.40833,11.38,TRADE
15,SA1,2002/09/01 08:00,1131.525,13.02,TRADE
16,SA1,2002/09/01 08:30,1170.155,16.11,TRADE
17,SA1,2002/09/01 09:00,1216.94167,19.69,TRADE
18,SA1,2002/09/01 09:30,1235.71333,21.21,TRADE
19,SA1,2002/09/01 10:00,1238.3533300000001,20.22,TRADE
20,SA1,2002/09/01 10:30,1230.11833,19.43,TRADE
21,SA1,2002/09/01 11:00,1216.8133300000002,18.8,TRADE
22,SA1,2002/09/01 11:30,1194.6266699999999,18.14,TRADE
23,SA1,2002/09/01 12:00,1214.84167,17.31,TRADE
24,SA1,2002/09/01 12:30,1206.69,18.27,TRADE
25,SA1,2002/09/01 13:00,1209.825,17.36,TRADE
26,SA1,2002/09/01 13:30,1196.0316699999998,15.83,TRADE
27,SA1,2002/09/01 14:00,1202.6233300000001,14.79,TRADE
28,SA1,2002/09/01 14:30,1192.82833,14.82,TRADE
29,SA1,2002/09/01 15:00,1181.155,14.85,TRADE
30,SA1,2002/09/01 15:30,1165.84167,14.49,TRADE
31,SA1,2002/09/01 16:00,1171.15,12.45,TRADE
32,SA1,2002/09/01 16:30,1171.98,12.72,TRADE
33,SA1,2002/09/01 17:00,1168.79333,13.11,TRADE
34,SA1,2002/09/01 17:30,1203.4466699999998,13.54,TRADE
35,SA1,2002/09/01 18:00,1253.785,18.38,TRADE
36,SA1,2002/09/01 18:30,1348.5116699999999,35.4,TRADE
37,SA1,2002/09/01 19:00,1476.495,36.43,TRADE
38,SA1,2002/09/01 19:30,1527.1783300000002,32.34,TRADE
39,SA1,2002/09/01 20:00,1519.21333,29.81,TRADE
40,SA1,2002/09/01 20:30,1503.48333,27.92,TRADE
41,SA1,2002/09/01 21:00,1507.9916699999999,27.05,TRADE
42,SA1,2002/09/01 21:30,1482.13833,24.7,TRADE
43,SA1,2002/09/01 22:00,1458.4983300000001,21.88,TRADE
44,SA1,2002/09/01 22:30,1425.71167,22.81,TRADE
45,SA1,2002/09/01 23:00,1436.4383300000002,20.8,TRADE
46,SA1,2002/09/01 23:30,1414.7583300000001,24.97,TRADE
47,SA1,2002/09/02 00:00,1476.84167,21.71,TRADE
48,SA1,2002/09/02 00:30,1501.68167,21.11,TRADE
49,SA1,2002/09/02 01:00,1561.165,21.18,TRADE
50,SA1,2002/09/02 01:30,1478.52333,20.99,TRADE
51,SA1,2002/09/02 02:00,1385.33167,17.55,TRADE
52,SA1,2002/09/02 02:30,1303.93,16.39,TRADE
53,SA1,2002/09/02 03:00,1238.095,15.49,TRADE
54,SA1,2002/09/02 03:30,1193.71333,14.66,TRADE
55,SA1,2002/09/02 04:00,1152.35,13.06,TRADE
56,SA1,2002/09/02 04:30,1136.045,13.2,TRADE
57,SA1,2002/09/02 05:00,1110.20167,13.27,TRADE
58,SA1,2002/09/02 05:30,1097.215,14.06,TRADE
59,SA1,2002/09/02 06:00,1111.76333,5.0,TRADE
60,SA1,2002/09/02 06:30,1150.3666699999999,5.36,TRADE
61,SA1,2002/09/02 07:00,1236.69,10.61,TRADE
62,SA1,2002/09/02 07:30,1322.485,15.7,TRADE
63,SA1,2002/09/02 08:00,1392.6783300000002,24.73,TRADE
64,SA1,2002/09/02 08:30,1453.40833,27.3,TRADE
65,SA1,2002/09/02 09:00,1486.74,25.96,TRADE
66,SA1,2002/09/02 09:30,1496.4366699999998,25.55,TRADE
67,SA1,2002/09/02 10:00,1523.79333,25.16,TRADE
68,SA1,2002/09/02 10:30,1525.09667,27.32,TRADE
69,SA1,2002/09/02 11:00,1557.445,31.63,TRADE
70,SA1,2002/09/02 11:30,1561.92333,32.66,TRADE
71,SA1,2002/09/02 12:00,1576.145,35.48,TRADE
72,SA1,2002/09/02 12:30,1572.8966699999999,37.85,TRADE
73,SA1,2002/09/02 13:00,1567.35,37.78,TRADE
74,SA1,2002/09/02 13:30,1569.84167,37.82,TRADE
75,SA1,2002/09/02 14:00,1616.04,41.61,TRADE
76,SA1,2002/09/02 14:30,1586.85833,44.38,TRADE
77,SA1,2002/09/02 15:00,1578.0116699999999,37.75,TRADE
78,SA1,2002/09/02 15:30,1575.67167,37.74,TRADE
79,SA1,2002/09/02 16:00,1563.93,37.77,TRADE
80,SA1,2002/09/02 16:30,1533.73,37.52,TRADE
81,SA1,2002/09/02 17:00,1540.6266699999999,28.69,TRADE
82,SA1,2002/09/02 17:30,1579.93167,26.67,TRADE
83,SA1,2002/09/02 18:00,1626.82,27.3,TRADE
84,SA1,2002/09/02 18:30,1672.24333,31.19,TRADE
85,SA1,2002/09/02 19:00,1739.225,39.23,TRADE
86,SA1,2002/09/02 19:30,1760.46333,26.04,TRADE
87,SA1,2002/09/02 20:00,1741.1166699999999,30.68,TRADE
88,SA1,2002/09/02 20:30,1704.71667,28.46,TRADE
89,SA1,2002/09/02 21:00,1670.1333300000001,28.34,TRADE
90,SA1,2002/09/02 21:30,1634.9283300000002,25.66,TRADE
91,SA1,2002/09/02 22:00,1604.59,22.01,TRADE
92,SA1,2002/09/02 22:30,1589.67,31.42,TRADE
93,SA1,2002/09/02 23:00,1565.5633300000002,25.47,TRADE
94,SA1,2002/09/02 23:30,1521.33,29.0,TRADE
95,SA1,2002/09/03 00:00,1556.61833,24.85,TRADE
96,SA1,2002/09/03 00:30,1586.4166699999998,24.5,TRADE
97,SA1,2002/09/03 01:00,1638.25333,25.36,TRADE
98,SA1,2002/09/03 01:30,1563.015,27.04,TRADE
99,SA1,2002/09/03 02:00,1459.53,22.78,TRADE
100,SA1,2002/09/03 02:30,1356.56833,18.32,TRADE
101,SA1,2002/09/03 03:00,1283.59667,16.46,TRADE
102,SA1,2002/09/03 03:30,1231.56,14.91,TRADE
103,SA1,2002/09/03 04:00,1183.82833,10.8,TRADE
104,SA1,2002/09/03 04:30,1154.0933300000002,11.76,TRADE
105,SA1,2002/09/03 05:00,1135.78667,10.01,TRADE
106,SA1,2002/09/03 05:30,1148.6783300000002,12.12,TRADE
107,SA1,2002/09/03 06:00,1163.97167,13.56,TRADE
108,SA1,2002/09/03 06:30,1206.3133300000002,17.21,TRADE
109,SA1,2002/09/03 07:00,1314.885,26.04,TRADE
110,SA1,2002/09/03 07:30,1404.515,22.13,TRADE
111,SA1,2002/09/03 08:00,1511.8233300000002,29.26,TRADE
112,SA1,2002/09/03 08:30,1594.6366699999999,27.12,TRADE
113,SA1,2002/09/03 09:00,1631.715,27.21,TRADE
114,SA1,2002/09/03 09:30,1642.905,27.38,TRADE
115,SA1,2002/09/03 10:00,1659.39,27.37,TRADE
116,SA1,2002/09/03 10:30,1633.8233300000002,27.24,TRADE
117,SA1,2002/09/03 11:00,1623.53667,27.24,TRADE
118,SA1,2002/09/03 11:30,1613.52333,26.98,TRADE
119,SA1,2002/09/03 12:00,1605.34,27.81,TRADE
120,SA1,2002/09/03 12:30,1600.53667,27.09,TRADE
121,SA1,2002/09/03 13:00,1590.15167,26.96,TRADE
122,SA1,2002/09/03 13:30,1603.04833,27.09,TRADE
123,SA1,2002/09/03 14:00,1624.31833,27.5,TRADE
124,SA1,2002/09/03 14:30,1602.265,27.33,TRADE
125,SA1,2002/09/03 15:00,1609.315,26.93,TRADE
126,SA1,2002/09/03 15:30,1582.1983300000002,27.4,TRADE
127,SA1,2002/09/03 16:00,1551.13167,27.29,TRADE
128,SA1,2002/09/03 16:30,1543.65333,27.37,TRADE
129,SA1,2002/09/03 17:00,1562.825,27.89,TRADE
130,SA1,2002/09/03 17:30,1583.10667,28.47,TRADE
131,SA1,2002/09/03 18:00,1640.0,38.46,TRADE
132,SA1,2002/09/03 18:30,1722.78333,47.95,TRADE
133,SA1,2002/09/03 19:00,1772.8666699999999,50.69,TRADE
134,SA1,2002/09/03 19:30,1770.24,31.08,TRADE
135,SA1,2002/09/03 20:00,1716.19,30.15,TRADE
136,SA1,2002/09/03 20:30,1696.6666699999998,28.32,TRADE
137,SA1,2002/09/03 21:00,1676.385,27.23,TRADE
138,SA1,2002/09/03 21:30,1641.155,26.59,TRADE
139,SA1,2002/09/03 22:00,1624.65,21.54,TRADE
140,SA1,2002/09/03 22:30,1607.285,29.13,TRADE
141,SA1,2002/09/03 23:00,1579.09667,27.99,TRADE
142,SA1,2002/09/03 23:30,1547.59167,31.57,TRADE
143,SA1,2002/09/04 00:00,1605.22167,27.8,TRADE
144,SA1,2002/09/04 00:30,1615.07,26.28,TRADE
145,SA1,2002/09/04 01:00,1636.29333,26.12,TRADE
146,SA1,2002/09/04 01:30,1549.83,28.83,TRADE
147,SA1,2002/09/04 02:00,1448.20167,23.34,TRADE
148,SA1,2002/09/04 02:30,1361.715,17.95,TRADE
149,SA1,2002/09/04 03:00,1305.9166699999998,16.84,TRADE
150,SA1,2002/09/04 03:30,1258.34833,15.36,TRADE
151,SA1,2002/09/04 04:00,1216.98,13.68,TRADE
152,SA1,2002/09/04 04:30,1179.725,12.55,TRADE
153,SA1,2002/09/04 05:00,1169.5733300000002,13.0,TRADE
154,SA1,2002/09/04 05:30,1163.75,13.9,TRADE
155,SA1,2002/09/04 06:00,1187.37833,13.96,TRADE
156,SA1,2002/09/04 06:30,1221.95167,18.17,TRADE
157,SA1,2002/09/04 07:00,1313.815,21.39,TRADE
158,SA1,2002/09/04 07:30,1400.06,21.78,TRADE
159,SA1,2002/09/04 08:00,1497.93167,27.3,TRADE
160,SA1,2002/09/04 08:30,1567.435,27.05,TRADE
161,SA1,2002/09/04 09:00,1606.3666699999999,27.21,TRADE
162,SA1,2002/09/04 09:30,1614.64167,27.1,TRADE
163,SA1,2002/09/04 10:00,1603.415,27.3,TRADE
164,SA1,2002/09/04 10:30,1589.66,27.27,TRADE
165,SA1,2002/09/04 11:00,1582.05833,27.3,TRADE
166,SA1,2002/09/04 11:30,1584.4,27.3,TRADE
167,SA1,2002/09/04 12:00,1589.12833,27.38,TRADE
168,SA1,2002/09/04 12:30,1596.6866699999998,27.34,TRADE
169,SA1,2002/09/04 13:00,1623.39167,27.32,TRADE
170,SA1,2002/09/04 13:30,1641.095,27.38,TRADE
171,SA1,2002/09/04 14:00,1601.37833,27.3,TRADE
172,SA1,2002/09/04 14:30,1603.6983300000002,27.3,TRADE
173,SA1,2002/09/04 15:00,1594.2383300000001,27.3,TRADE
174,SA1,2002/09/04 15:30,1576.115,27.3,TRADE
175,SA1,2002/09/04 16:00,1546.31833,27.3,TRADE
176,SA1,2002/09/04 16:30,1539.41833,26.51,TRADE
177,SA1,2002/09/04 17:00,1541.2383300000001,27.38,TRADE
178,SA1,2002/09/04 17:30,1545.44167,26.11,TRADE
179,SA1,2002/09/04 18:00,1586.7083300000002,30.27,TRADE
180,SA1,2002/09/04 18:30,1634.45167,33.97,TRADE
181,SA1,2002/09/04 19:00,1731.9683300000002,35.62,TRADE
182,SA1,2002/09/04 19:30,1773.10167,26.85,TRADE
183,SA1,2002/09/04 20:00,1752.845,26.82,TRADE
184,SA1,2002/09/04 20:30,1753.1983300000002,27.33,TRADE
