,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,QLD1,2005/11/01 00:30:00,4941.685,14.52,TRADE
1,QLD1,2005/11/01 01:00:00,4797.796670000001,14.0,TRADE
2,QLD1,2005/11/01 01:30:00,4638.14,13.66,TRADE
3,QLD1,2005/11/01 02:00:00,4529.565,12.68,TRADE
4,QLD1,2005/11/01 02:30:00,4451.66167,12.84,TRADE
5,QLD1,2005/11/01 03:00:00,4409.94333,13.07,TRADE
6,QLD1,2005/11/01 03:30:00,4392.145,13.17,TRADE
7,QLD1,2005/11/01 04:00:00,4371.948329999999,13.18,TRADE
8,QLD1,2005/11/01 04:30:00,4426.921670000001,13.42,TRADE
9,QLD1,2005/11/01 05:00:00,4514.35,13.57,TRADE
10,QLD1,2005/11/01 05:30:00,4664.80833,14.95,TRADE
11,QLD1,2005/11/01 06:00:00,4907.34,14.78,TRADE
12,QLD1,2005/11/01 06:30:00,5312.64167,16.19,TRADE
13,QLD1,2005/11/01 07:00:00,5726.98833,16.46,TRADE
14,QLD1,2005/11/01 07:30:00,6157.203329999999,18.32,TRADE
15,QLD1,2005/11/01 08:00:00,6458.18,18.69,TRADE
16,QLD1,2005/11/01 08:30:00,6603.33,18.69,TRADE
17,QLD1,2005/11/01 09:00:00,6623.09833,18.88,TRADE
18,QLD1,2005/11/01 09:30:00,6746.546670000001,20.22,TRADE
19,QLD1,2005/11/01 10:00:00,6716.09333,20.2,TRADE
20,QLD1,2005/11/01 10:30:00,6694.10667,20.77,TRADE
21,QLD1,2005/11/01 11:00:00,6725.72,22.82,TRADE
22,QLD1,2005/11/01 11:30:00,6745.37167,21.18,TRADE
23,QLD1,2005/11/01 12:00:00,6706.89167,21.38,TRADE
24,QLD1,2005/11/01 12:30:00,6702.43333,21.21,TRADE
25,QLD1,2005/11/01 13:00:00,6692.06667,21.85,TRADE
26,QLD1,2005/11/01 13:30:00,6679.56333,25.37,TRADE
27,QLD1,2005/11/01 14:00:00,6675.7066700000005,24.33,TRADE
28,QLD1,2005/11/01 14:30:00,6609.09667,21.26,TRADE
29,QLD1,2005/11/01 15:00:00,6607.426670000001,21.3,TRADE
30,QLD1,2005/11/01 15:30:00,6644.421670000001,21.5,TRADE
31,QLD1,2005/11/01 16:00:00,6677.25333,21.76,TRADE
32,QLD1,2005/11/01 16:30:00,6615.57,21.15,TRADE
33,QLD1,2005/11/01 17:00:00,6613.32,19.26,TRADE
34,QLD1,2005/11/01 17:30:00,6541.26,18.69,TRADE
35,QLD1,2005/11/01 18:00:00,6489.56667,18.62,TRADE
36,QLD1,2005/11/01 18:30:00,6513.67833,18.67,TRADE
37,QLD1,2005/11/01 19:00:00,6681.76667,18.69,TRADE
38,QLD1,2005/11/01 19:30:00,6586.66,18.68,TRADE
39,QLD1,2005/11/01 20:00:00,6375.22667,18.34,TRADE
40,QLD1,2005/11/01 20:30:00,6186.775,16.56,TRADE
41,QLD1,2005/11/01 21:00:00,6035.84667,16.33,TRADE
42,QLD1,2005/11/01 21:30:00,5900.72333,16.43,TRADE
43,QLD1,2005/11/01 22:00:00,5742.20167,15.74,TRADE
44,QLD1,2005/11/01 22:30:00,5566.26167,16.83,TRADE
45,QLD1,2005/11/01 23:00:00,5411.59333,16.73,TRADE
46,QLD1,2005/11/01 23:30:00,5370.765,16.66,TRADE
47,QLD1,2005/11/02 00:00:00,5162.033329999999,14.67,TRADE
48,QLD1,2005/11/02 00:30:00,4895.2083299999995,13.79,TRADE
49,QLD1,2005/11/02 01:00:00,4740.21333,13.62,TRADE
50,QLD1,2005/11/02 01:30:00,4624.98167,13.48,TRADE
51,QLD1,2005/11/02 02:00:00,4461.7933299999995,12.97,TRADE
52,QLD1,2005/11/02 02:30:00,4390.4583299999995,12.83,TRADE
53,QLD1,2005/11/02 03:00:00,4327.4583299999995,10.47,TRADE
54,QLD1,2005/11/02 03:30:00,4325.716670000001,9.83,TRADE
55,QLD1,2005/11/02 04:00:00,4324.94333,9.18,TRADE
56,QLD1,2005/11/02 04:30:00,4362.96,13.09,TRADE
57,QLD1,2005/11/02 05:00:00,4444.48667,13.25,TRADE
58,QLD1,2005/11/02 05:30:00,4638.0433299999995,14.77,TRADE
59,QLD1,2005/11/02 06:00:00,4899.27167,16.51,TRADE
60,QLD1,2005/11/02 06:30:00,5285.315,13.61,TRADE
61,QLD1,2005/11/02 07:00:00,5685.3,17.92,TRADE
62,QLD1,2005/11/02 07:30:00,6078.915,18.79,TRADE
63,QLD1,2005/11/02 08:00:00,6381.995,19.68,TRADE
64,QLD1,2005/11/02 08:30:00,6459.10333,19.43,TRADE
65,QLD1,2005/11/02 09:00:00,6475.07667,20.76,TRADE
66,QLD1,2005/11/02 09:30:00,6577.68,28.95,TRADE
67,QLD1,2005/11/02 10:00:00,6575.43833,27.71,TRADE
68,QLD1,2005/11/02 10:30:00,6562.48333,22.41,TRADE
69,QLD1,2005/11/02 11:00:00,6587.365,19.03,TRADE
70,QLD1,2005/11/02 11:30:00,6602.7,18.88,TRADE
71,QLD1,2005/11/02 12:00:00,6599.10167,18.69,TRADE
72,QLD1,2005/11/02 12:30:00,6578.408329999999,20.38,TRADE
73,QLD1,2005/11/02 13:00:00,6604.26,24.31,TRADE
74,QLD1,2005/11/02 13:30:00,6625.235,34.07,TRADE
75,QLD1,2005/11/02 14:00:00,6656.1666700000005,73.67,TRADE
76,QLD1,2005/11/02 14:30:00,6667.80833,51.67,TRADE
77,QLD1,2005/11/02 15:00:00,6650.415,44.66,TRADE
78,QLD1,2005/11/02 15:30:00,6571.953329999999,23.99,TRADE
79,QLD1,2005/11/02 16:00:00,6643.36667,35.37,TRADE
80,QLD1,2005/11/02 16:30:00,6643.65167,34.28,TRADE
81,QLD1,2005/11/02 17:00:00,6637.52,43.26,TRADE
82,QLD1,2005/11/02 17:30:00,6548.68667,24.25,TRADE
83,QLD1,2005/11/02 18:00:00,6535.19667,23.71,TRADE
84,QLD1,2005/11/02 18:30:00,6570.4183299999995,23.86,TRADE
85,QLD1,2005/11/02 19:00:00,6706.76667,27.12,TRADE
86,QLD1,2005/11/02 19:30:00,6595.11,26.08,TRADE
87,QLD1,2005/11/02 20:00:00,6426.10833,20.69,TRADE
88,QLD1,2005/11/02 20:30:00,6197.84,19.04,TRADE
89,QLD1,2005/11/02 21:00:00,6046.466670000001,18.43,TRADE
90,QLD1,2005/11/02 21:30:00,5950.59,18.41,TRADE
91,QLD1,2005/11/02 22:00:00,5792.118329999999,16.45,TRADE
92,QLD1,2005/11/02 22:30:00,5665.2083299999995,16.72,TRADE
93,QLD1,2005/11/02 23:00:00,5518.805,17.21,TRADE
94,QLD1,2005/11/02 23:30:00,5459.96833,17.98,TRADE
95,QLD1,2005/11/03 00:00:00,5212.23,15.74,TRADE
96,QLD1,2005/11/03 00:30:00,4956.4183299999995,15.27,TRADE
97,QLD1,2005/11/03 01:00:00,4827.748329999999,15.0,TRADE
98,QLD1,2005/11/03 01:30:00,4686.37833,14.84,TRADE
99,QLD1,2005/11/03 02:00:00,4530.08,13.3,TRADE
100,QLD1,2005/11/03 02:30:00,4475.005,13.57,TRADE
101,QLD1,2005/11/03 03:00:00,4419.95,13.49,TRADE
102,QLD1,2005/11/03 03:30:00,4384.715,13.34,TRADE
103,QLD1,2005/11/03 04:00:00,4398.80833,13.17,TRADE
104,QLD1,2005/11/03 04:30:00,4483.47,13.23,TRADE
105,QLD1,2005/11/03 05:00:00,4521.64167,13.32,TRADE
106,QLD1,2005/11/03 05:30:00,4634.711670000001,14.41,TRADE
107,QLD1,2005/11/03 06:00:00,4899.9166700000005,16.5,TRADE
108,QLD1,2005/11/03 06:30:00,5332.73667,16.33,TRADE
109,QLD1,2005/11/03 07:00:00,5790.461670000001,18.09,TRADE
110,QLD1,2005/11/03 07:30:00,6157.515,18.69,TRADE
111,QLD1,2005/11/03 08:00:00,6396.87,18.69,TRADE
112,QLD1,2005/11/03 08:30:00,6480.435,19.4,TRADE
113,QLD1,2005/11/03 09:00:00,6506.835,23.26,TRADE
114,QLD1,2005/11/03 09:30:00,6541.275,25.97,TRADE
115,QLD1,2005/11/03 10:00:00,6528.58833,24.58,TRADE
116,QLD1,2005/11/03 10:30:00,6567.76667,19.87,TRADE
117,QLD1,2005/11/03 11:00:00,6578.36,18.78,TRADE
118,QLD1,2005/11/03 11:30:00,6649.82667,18.88,TRADE
119,QLD1,2005/11/03 12:00:00,6614.64667,18.69,TRADE
120,QLD1,2005/11/03 12:30:00,6615.065,18.69,TRADE
121,QLD1,2005/11/03 13:00:00,6618.61167,71.89,TRADE
122,QLD1,2005/11/03 13:30:00,6650.055,45.35,TRADE
123,QLD1,2005/11/03 14:00:00,6653.5,21.1,TRADE
124,QLD1,2005/11/03 14:30:00,6665.3333299999995,27.15,TRADE
125,QLD1,2005/11/03 15:00:00,6659.79833,19.97,TRADE
126,QLD1,2005/11/03 15:30:00,6693.36,25.97,TRADE
127,QLD1,2005/11/03 16:00:00,6680.175,37.64,TRADE
128,QLD1,2005/11/03 16:30:00,6656.176670000001,36.44,TRADE
129,QLD1,2005/11/03 17:00:00,6657.158329999999,32.75,TRADE
130,QLD1,2005/11/03 17:30:00,6564.14167,22.4,TRADE
131,QLD1,2005/11/03 18:00:00,6572.335,19.4,TRADE
132,QLD1,2005/11/03 18:30:00,6576.985,18.69,TRADE
133,QLD1,2005/11/03 19:00:00,6786.05667,20.85,TRADE
134,QLD1,2005/11/03 19:30:00,6719.15667,19.73,TRADE
135,QLD1,2005/11/03 20:00:00,6551.40167,19.18,TRADE
136,QLD1,2005/11/03 20:30:00,6374.966670000001,18.69,TRADE
137,QLD1,2005/11/03 21:00:00,6194.836670000001,18.21,TRADE
138,QLD1,2005/11/03 21:30:00,6005.125,18.46,TRADE
139,QLD1,2005/11/03 22:00:00,5808.58,15.31,TRADE
140,QLD1,2005/11/03 22:30:00,5699.815,17.46,TRADE
141,QLD1,2005/11/03 23:00:00,5505.15667,16.72,TRADE
142,QLD1,2005/11/03 23:30:00,5413.74667,17.38,TRADE
143,QLD1,2005/11/04 00:00:00,5194.38,15.81,TRADE
144,QLD1,2005/11/04 00:30:00,4916.16167,13.74,TRADE
145,QLD1,2005/11/04 01:00:00,4736.39167,13.82,TRADE
146,QLD1,2005/11/04 01:30:00,4606.25833,14.56,TRADE
147,QLD1,2005/11/04 02:00:00,4485.675,13.13,TRADE
148,QLD1,2005/11/04 02:30:00,4394.84667,12.93,TRADE
149,QLD1,2005/11/04 03:00:00,4380.77833,12.35,TRADE
150,QLD1,2005/11/04 03:30:00,4358.98833,12.72,TRADE
151,QLD1,2005/11/04 04:00:00,4383.703329999999,13.21,TRADE
152,QLD1,2005/11/04 04:30:00,4456.69167,13.73,TRADE
153,QLD1,2005/11/04 05:00:00,4524.97167,14.31,TRADE
154,QLD1,2005/11/04 05:30:00,4729.02667,15.4,TRADE
155,QLD1,2005/11/04 06:00:00,4963.225,17.52,TRADE
156,QLD1,2005/11/04 06:30:00,5419.73167,18.83,TRADE
157,QLD1,2005/11/04 07:00:00,5823.91167,20.27,TRADE
158,QLD1,2005/11/04 07:30:00,6246.551670000001,20.32,TRADE
159,QLD1,2005/11/04 08:00:00,6420.68333,20.53,TRADE
160,QLD1,2005/11/04 08:30:00,6545.84833,20.94,TRADE
161,QLD1,2005/11/04 09:00:00,6563.285,20.77,TRADE
162,QLD1,2005/11/04 09:30:00,6597.06167,24.52,TRADE
163,QLD1,2005/11/04 10:00:00,6631.765,25.43,TRADE
164,QLD1,2005/11/04 10:30:00,6598.985,25.2,TRADE
165,QLD1,2005/11/04 11:00:00,6646.086670000001,27.23,TRADE
166,QLD1,2005/11/04 11:30:00,6701.26167,27.04,TRADE
167,QLD1,2005/11/04 12:00:00,6728.493329999999,25.15,TRADE
168,QLD1,2005/11/04 12:30:00,6763.915,25.23,TRADE
169,QLD1,2005/11/04 13:00:00,6762.63333,28.18,TRADE
170,QLD1,2005/11/04 13:30:00,6750.498329999999,28.03,TRADE
171,QLD1,2005/11/04 14:00:00,6723.55833,26.97,TRADE
172,QLD1,2005/11/04 14:30:00,6694.58,23.49,TRADE
173,QLD1,2005/11/04 15:00:00,6686.625,23.13,TRADE
174,QLD1,2005/11/04 15:30:00,6629.88333,21.83,TRADE
175,QLD1,2005/11/04 16:00:00,6621.55,20.74,TRADE
176,QLD1,2005/11/04 16:30:00,6580.61167,19.33,TRADE
177,QLD1,2005/11/04 17:00:00,6544.998329999999,18.62,TRADE
178,QLD1,2005/11/04 17:30:00,6418.44333,18.6,TRADE
179,QLD1,2005/11/04 18:00:00,6373.45,16.82,TRADE
180,QLD1,2005/11/04 18:30:00,6346.44167,16.61,TRADE
181,QLD1,2005/11/04 19:00:00,6455.2933299999995,18.66,TRADE
182,QLD1,2005/11/04 19:30:00,6339.64167,18.39,TRADE
183,QLD1,2005/11/04 20:00:00,6163.97667,17.68,TRADE
184,QLD1,2005/11/04 20:30:00,6006.98167,17.82,TRADE
