,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,QLD1,2016/02/01 00:30:00,5999.38,32.8,TRADE
1,QLD1,2016/02/01 01:00:00,5854.63,32.76,TRADE
2,QLD1,2016/02/01 01:30:00,5744.08,30.77,TRADE
3,QLD1,2016/02/01 02:00:00,5642.09,31.3,TRADE
4,QLD1,2016/02/01 02:30:00,5622.8,26.97,TRADE
5,QLD1,2016/02/01 03:00:00,5602.45,26.84,TRADE
6,QLD1,2016/02/01 03:30:00,5591.33,35.79,TRADE
7,QLD1,2016/02/01 04:00:00,5632.76,33.69,TRADE
8,QLD1,2016/02/01 04:30:00,5701.15,34.37,TRADE
9,QLD1,2016/02/01 05:00:00,5809.73,32.28,TRADE
10,QLD1,2016/02/01 05:30:00,5979.03,44.38,TRADE
11,QLD1,2016/02/01 06:00:00,6117.22,35.11,TRADE
12,QLD1,2016/02/01 06:30:00,6485.51,44.23,TRADE
13,QLD1,2016/02/01 07:00:00,6924.35,51.33,TRADE
14,QLD1,2016/02/01 07:30:00,7226.89,75.9,TRADE
15,QLD1,2016/02/01 08:00:00,7388.52,149.38,TRADE
16,QLD1,2016/02/01 08:30:00,7494.77,52.56,TRADE
17,QLD1,2016/02/01 09:00:00,7620.6,91.69,TRADE
18,QLD1,2016/02/01 09:30:00,7651.43,126.45,TRADE
19,QLD1,2016/02/01 10:00:00,7709.99,87.1,TRADE
20,QLD1,2016/02/01 10:30:00,7845.04,51.2,TRADE
21,QLD1,2016/02/01 11:00:00,8027.08,57.97,TRADE
22,QLD1,2016/02/01 11:30:00,8089.81,57.79,TRADE
23,QLD1,2016/02/01 12:00:00,8178.89,81.87,TRADE
24,QLD1,2016/02/01 12:30:00,8271.73,83.9,TRADE
25,QLD1,2016/02/01 13:00:00,8448.3,66.06,TRADE
26,QLD1,2016/02/01 13:30:00,8688.91,112.88,TRADE
27,QLD1,2016/02/01 14:00:00,8864.64,141.0,TRADE
28,QLD1,2016/02/01 14:30:00,8803.08,57.06,TRADE
29,QLD1,2016/02/01 15:00:00,8775.98,70.45,TRADE
30,QLD1,2016/02/01 15:30:00,8820.33,79.73,TRADE
