,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,VIC1,2004/12/01 00:30:00,5232.59667,33.69,TRADE
1,VIC1,2004/12/01 01:00:00,5122.46,29.86,TRADE
2,VIC1,2004/12/01 01:30:00,5486.881670000001,32.56,TRADE
3,VIC1,2004/12/01 02:00:00,5284.4566700000005,24.87,TRADE
4,VIC1,2004/12/01 02:30:00,5016.31,22.63,TRADE
5,VIC1,2004/12/01 03:00:00,4850.31333,18.71,TRADE
6,VIC1,2004/12/01 03:30:00,4772.88333,19.4,TRADE
7,VIC1,2004/12/01 04:00:00,4678.31833,18.65,TRADE
8,VIC1,2004/12/01 04:30:00,4789.086670000001,21.73,TRADE
9,VIC1,2004/12/01 05:00:00,4894.265,23.58,TRADE
10,VIC1,2004/12/01 05:30:00,5185.42,30.96,TRADE
11,VIC1,2004/12/01 06:00:00,5476.51167,37.99,TRADE
12,VIC1,2004/12/01 06:30:00,5946.525,48.25,TRADE
13,VIC1,2004/12/01 07:00:00,6256.89167,59.19,TRADE
14,VIC1,2004/12/01 07:30:00,6086.71,40.65,TRADE
15,VIC1,2004/12/01 08:00:00,6153.12833,45.67,TRADE
16,VIC1,2004/12/01 08:30:00,6175.913329999999,63.62,TRADE
17,VIC1,2004/12/01 09:00:00,6218.64667,83.33,TRADE
18,VIC1,2004/12/01 09:30:00,6207.93167,90.57,TRADE
19,VIC1,2004/12/01 10:00:00,6176.07167,50.23,TRADE
20,VIC1,2004/12/01 10:30:00,6202.756670000001,24.47,TRADE
21,VIC1,2004/12/01 11:00:00,6227.91167,25.99,TRADE
22,VIC1,2004/12/01 11:30:00,6207.256670000001,38.21,TRADE
23,VIC1,2004/12/01 12:00:00,6180.11167,35.62,TRADE
24,VIC1,2004/12/01 12:30:00,6168.7083299999995,21.56,TRADE
25,VIC1,2004/12/01 13:00:00,6095.38667,21.82,TRADE
26,VIC1,2004/12/01 13:30:00,6112.98,28.01,TRADE
27,VIC1,2004/12/01 14:00:00,6078.88667,23.69,TRADE
28,VIC1,2004/12/01 14:30:00,6084.14,26.65,TRADE
29,VIC1,2004/12/01 15:00:00,6098.06,28.03,TRADE
30,VIC1,2004/12/01 15:30:00,6131.56,32.47,TRADE
31,VIC1,2004/12/01 16:00:00,6117.36,28.65,TRADE
32,VIC1,2004/12/01 16:30:00,6115.19667,27.7,TRADE
33,VIC1,2004/12/01 17:00:00,6024.58,27.5,TRADE
34,VIC1,2004/12/01 17:30:00,5871.55667,26.65,TRADE
35,VIC1,2004/12/01 18:00:00,5710.32167,23.77,TRADE
36,VIC1,2004/12/01 18:30:00,5584.64167,39.23,TRADE
37,VIC1,2004/12/01 19:00:00,5495.52833,30.41,TRADE
38,VIC1,2004/12/01 19:30:00,5473.59333,34.62,TRADE
39,VIC1,2004/12/01 20:00:00,5593.573329999999,36.62,TRADE
40,VIC1,2004/12/01 20:30:00,5601.453329999999,35.83,TRADE
41,VIC1,2004/12/01 21:00:00,5513.43833,32.06,TRADE
42,VIC1,2004/12/01 21:30:00,5308.18,35.62,TRADE
43,VIC1,2004/12/01 22:00:00,5118.12167,27.24,TRADE
44,VIC1,2004/12/01 22:30:00,4946.45167,29.22,TRADE
45,VIC1,2004/12/01 23:00:00,4831.41167,26.62,TRADE
46,VIC1,2004/12/01 23:30:00,5239.92833,29.67,TRADE
47,VIC1,2004/12/02 00:00:00,5184.89167,26.83,TRADE
48,VIC1,2004/12/02 00:30:00,4997.775,28.82,TRADE
49,VIC1,2004/12/02 01:00:00,4841.658329999999,25.19,TRADE
50,VIC1,2004/12/02 01:30:00,5250.475,24.84,TRADE
51,VIC1,2004/12/02 02:00:00,5139.725,21.61,TRADE
52,VIC1,2004/12/02 02:30:00,4891.74,19.09,TRADE
53,VIC1,2004/12/02 03:00:00,4714.131670000001,17.43,TRADE
54,VIC1,2004/12/02 03:30:00,4558.48667,17.19,TRADE
55,VIC1,2004/12/02 04:00:00,4547.163329999999,17.26,TRADE
56,VIC1,2004/12/02 04:30:00,4611.165,22.76,TRADE
57,VIC1,2004/12/02 05:00:00,4759.47333,24.27,TRADE
58,VIC1,2004/12/02 05:30:00,5022.466670000001,29.49,TRADE
59,VIC1,2004/12/02 06:00:00,5388.45,31.16,TRADE
60,VIC1,2004/12/02 06:30:00,5847.961670000001,38.37,TRADE
61,VIC1,2004/12/02 07:00:00,6207.22667,49.3,TRADE
62,VIC1,2004/12/02 07:30:00,6031.18833,33.0,TRADE
63,VIC1,2004/12/02 08:00:00,6067.49167,38.33,TRADE
64,VIC1,2004/12/02 08:30:00,6056.63333,40.77,TRADE
65,VIC1,2004/12/02 09:00:00,6073.015,41.77,TRADE
66,VIC1,2004/12/02 09:30:00,6090.80833,42.01,TRADE
67,VIC1,2004/12/02 10:00:00,6135.86,39.79,TRADE
68,VIC1,2004/12/02 10:30:00,6129.06333,33.97,TRADE
69,VIC1,2004/12/02 11:00:00,6158.48667,37.95,TRADE
70,VIC1,2004/12/02 11:30:00,6096.841670000001,42.28,TRADE
71,VIC1,2004/12/02 12:00:00,6077.595,41.98,TRADE
72,VIC1,2004/12/02 12:30:00,6083.97833,42.35,TRADE
73,VIC1,2004/12/02 13:00:00,6069.33833,42.38,TRADE
74,VIC1,2004/12/02 13:30:00,6058.98833,41.65,TRADE
75,VIC1,2004/12/02 14:00:00,6019.09,38.55,TRADE
76,VIC1,2004/12/02 14:30:00,6014.55833,33.49,TRADE
77,VIC1,2004/12/02 15:00:00,5992.216670000001,35.49,TRADE
78,VIC1,2004/12/02 15:30:00,6034.43833,36.01,TRADE
79,VIC1,2004/12/02 16:00:00,6028.4566700000005,32.88,TRADE
80,VIC1,2004/12/02 16:30:00,6026.63,32.55,TRADE
81,VIC1,2004/12/02 17:00:00,5940.39,30.9,TRADE
82,VIC1,2004/12/02 17:30:00,5854.87833,31.0,TRADE
83,VIC1,2004/12/02 18:00:00,5711.40167,29.29,TRADE
84,VIC1,2004/12/02 18:30:00,5546.17,27.72,TRADE
85,VIC1,2004/12/02 19:00:00,5544.29,28.62,TRADE
86,VIC1,2004/12/02 19:30:00,5524.605,35.03,TRADE
87,VIC1,2004/12/02 20:00:00,5661.796670000001,32.44,TRADE
88,VIC1,2004/12/02 20:30:00,5640.046670000001,32.22,TRADE
89,VIC1,2004/12/02 21:00:00,5527.98167,27.72,TRADE
90,VIC1,2004/12/02 21:30:00,5374.131670000001,29.52,TRADE
91,VIC1,2004/12/02 22:00:00,5168.62833,26.2,TRADE
92,VIC1,2004/12/02 22:30:00,5028.785,27.78,TRADE
93,VIC1,2004/12/02 23:00:00,4920.26167,25.53,TRADE
94,VIC1,2004/12/02 23:30:00,5317.6,30.7,TRADE
95,VIC1,2004/12/03 00:00:00,5249.395,28.73,TRADE
96,VIC1,2004/12/03 00:30:00,5064.22667,28.84,TRADE
97,VIC1,2004/12/03 01:00:00,4962.26333,25.89,TRADE
98,VIC1,2004/12/03 01:30:00,5319.96333,26.47,TRADE
99,VIC1,2004/12/03 02:00:00,5181.85667,22.66,TRADE
100,VIC1,2004/12/03 02:30:00,4955.205,20.93,TRADE
101,VIC1,2004/12/03 03:00:00,4782.38833,19.76,TRADE
102,VIC1,2004/12/03 03:30:00,4663.8316700000005,19.34,TRADE
103,VIC1,2004/12/03 04:00:00,4609.551670000001,19.12,TRADE
104,VIC1,2004/12/03 04:30:00,4673.43833,18.19,TRADE
105,VIC1,2004/12/03 05:00:00,4754.88667,20.84,TRADE
106,VIC1,2004/12/03 05:30:00,5065.39167,29.24,TRADE
107,VIC1,2004/12/03 06:00:00,5436.876670000001,30.38,TRADE
108,VIC1,2004/12/03 06:30:00,5879.375,34.72,TRADE
109,VIC1,2004/12/03 07:00:00,6204.34,38.5,TRADE
110,VIC1,2004/12/03 07:30:00,6065.743329999999,33.29,TRADE
111,VIC1,2004/12/03 08:00:00,6066.31833,34.26,TRADE
112,VIC1,2004/12/03 08:30:00,6072.8316700000005,35.57,TRADE
113,VIC1,2004/12/03 09:00:00,6061.35667,34.03,TRADE
114,VIC1,2004/12/03 09:30:00,6050.02,33.51,TRADE
115,VIC1,2004/12/03 10:00:00,6127.01333,37.07,TRADE
116,VIC1,2004/12/03 10:30:00,6100.41,39.92,TRADE
117,VIC1,2004/12/03 11:00:00,6128.21333,42.75,TRADE
118,VIC1,2004/12/03 11:30:00,6160.77833,41.62,TRADE
119,VIC1,2004/12/03 12:00:00,6151.2066700000005,42.48,TRADE
120,VIC1,2004/12/03 12:30:00,6117.38667,34.58,TRADE
121,VIC1,2004/12/03 13:00:00,6110.615,33.88,TRADE
122,VIC1,2004/12/03 13:30:00,6140.11333,36.58,TRADE
123,VIC1,2004/12/03 14:00:00,6111.985,40.92,TRADE
124,VIC1,2004/12/03 14:30:00,6108.04833,34.03,TRADE
125,VIC1,2004/12/03 15:00:00,6070.89833,33.83,TRADE
126,VIC1,2004/12/03 15:30:00,6100.285,34.4,TRADE
127,VIC1,2004/12/03 16:00:00,6084.591670000001,40.39,TRADE
128,VIC1,2004/12/03 16:30:00,6012.573329999999,36.59,TRADE
129,VIC1,2004/12/03 17:00:00,5970.48167,31.36,TRADE
130,VIC1,2004/12/03 17:30:00,5779.92,27.49,TRADE
131,VIC1,2004/12/03 18:00:00,5646.908329999999,27.38,TRADE
132,VIC1,2004/12/03 18:30:00,5485.93667,27.2,TRADE
133,VIC1,2004/12/03 19:00:00,5382.24,26.88,TRADE
134,VIC1,2004/12/03 19:30:00,5392.12167,27.86,TRADE
135,VIC1,2004/12/03 20:00:00,5524.355,27.67,TRADE
136,VIC1,2004/12/03 20:30:00,5507.551670000001,27.51,TRADE
137,VIC1,2004/12/03 21:00:00,5354.48167,26.52,TRADE
138,VIC1,2004/12/03 21:30:00,5249.875,28.89,TRADE
139,VIC1,2004/12/03 22:00:00,5073.01167,25.65,TRADE
140,VIC1,2004/12/03 22:30:00,4966.578329999999,28.78,TRADE
141,VIC1,2004/12/03 23:00:00,4884.085,27.7,TRADE
142,VIC1,2004/12/03 23:30:00,5262.035,30.68,TRADE
143,VIC1,2004/12/04 00:00:00,5188.52833,27.22,TRADE
144,VIC1,2004/12/04 00:30:00,4998.445,27.95,TRADE
145,VIC1,2004/12/04 01:00:00,4873.9183299999995,27.84,TRADE
146,VIC1,2004/12/04 01:30:00,5221.30333,30.1,TRADE
147,VIC1,2004/12/04 02:00:00,5039.66,24.99,TRADE
148,VIC1,2004/12/04 02:30:00,4807.08833,21.27,TRADE
149,VIC1,2004/12/04 03:00:00,4672.48667,19.82,TRADE
150,VIC1,2004/12/04 03:30:00,4540.645,19.51,TRADE
151,VIC1,2004/12/04 04:00:00,4440.35333,20.54,TRADE
152,VIC1,2004/12/04 04:30:00,4464.533329999999,18.9,TRADE
153,VIC1,2004/12/04 05:00:00,4472.93833,19.26,TRADE
154,VIC1,2004/12/04 05:30:00,4539.18833,21.8,TRADE
155,VIC1,2004/12/04 06:00:00,4623.868329999999,22.39,TRADE
156,VIC1,2004/12/04 06:30:00,4832.881670000001,26.77,TRADE
157,VIC1,2004/12/04 07:00:00,5093.32167,29.38,TRADE
158,VIC1,2004/12/04 07:30:00,5080.55833,26.91,TRADE
159,VIC1,2004/12/04 08:00:00,5228.67,29.99,TRADE
160,VIC1,2004/12/04 08:30:00,5372.001670000001,32.22,TRADE
161,VIC1,2004/12/04 09:00:00,5368.10167,31.33,TRADE
162,VIC1,2004/12/04 09:30:00,5406.98667,30.05,TRADE
163,VIC1,2004/12/04 10:00:00,5427.46,29.84,TRADE
164,VIC1,2004/12/04 10:30:00,5459.26667,29.45,TRADE
165,VIC1,2004/12/04 11:00:00,5471.006670000001,30.34,TRADE
166,VIC1,2004/12/04 11:30:00,5468.59667,32.55,TRADE
167,VIC1,2004/12/04 12:00:00,5412.605,33.54,TRADE
168,VIC1,2004/12/04 12:30:00,5421.783329999999,31.88,TRADE
169,VIC1,2004/12/04 13:00:00,5400.14667,31.1,TRADE
170,VIC1,2004/12/04 13:30:00,5383.06833,29.55,TRADE
171,VIC1,2004/12/04 14:00:00,5381.78,30.14,TRADE
172,VIC1,2004/12/04 14:30:00,5370.96833,29.5,TRADE
173,VIC1,2004/12/04 15:00:00,5379.55,30.6,TRADE
174,VIC1,2004/12/04 15:30:00,5391.70167,29.11,TRADE
175,VIC1,2004/12/04 16:00:00,5437.31833,30.2,TRADE
176,VIC1,2004/12/04 16:30:00,5432.43333,28.13,TRADE
177,VIC1,2004/12/04 17:00:00,5447.33,29.04,TRADE
178,VIC1,2004/12/04 17:30:00,5383.725,26.99,TRADE
179,VIC1,2004/12/04 18:00:00,5276.92,27.82,TRADE
180,VIC1,2004/12/04 18:30:00,5213.828329999999,26.87,TRADE
181,VIC1,2004/12/04 19:00:00,5140.065,26.66,TRADE
182,VIC1,2004/12/04 19:30:00,5114.93167,27.66,TRADE
183,VIC1,2004/12/04 20:00:00,5181.49,27.5,TRADE
184,VIC1,2004/12/04 20:30:00,5210.02,26.99,TRADE
185,VIC1,2004/12/04 21:00:00,5181.655,26.35,TRADE
186,VIC1,2004/12/04 21:30:00,5068.245,25.67,TRADE
187,VIC1,2004/12/04 22:00:00,4955.35167,24.8,TRADE
188,VIC1,2004/12/04 22:30:00,4863.0,24.58,TRADE
189,VIC1,2004/12/04 23:00:00,4807.69167,24.68,TRADE
190,VIC1,2004/12/04 23:30:00,5102.555,29.48,TRADE
191,VIC1,2004/12/05 00:00:00,4989.58833,26.83,TRADE
192,VIC1,2004/12/05 00:30:00,4871.885,25.4,TRADE
193,VIC1,2004/12/05 01:00:00,4726.171670000001,22.73,TRADE
194,VIC1,2004/12/05 01:30:00,5084.06,26.56,TRADE
195,VIC1,2004/12/05 02:00:00,4946.86167,22.53,TRADE
196,VIC1,2004/12/05 02:30:00,4732.185,17.12,TRADE
197,VIC1,2004/12/05 03:00:00,4548.31333,18.91,TRADE
198,VIC1,2004/12/05 03:30:00,4423.3333299999995,18.82,TRADE
199,VIC1,2004/12/05 04:00:00,4366.435,19.31,TRADE
200,VIC1,2004/12/05 04:30:00,4284.54833,17.97,TRADE
201,VIC1,2004/12/05 05:00:00,4237.735,16.36,TRADE
202,VIC1,2004/12/05 05:30:00,4190.475,15.46,TRADE
203,VIC1,2004/12/05 06:00:00,4264.926670000001,14.83,TRADE
204,VIC1,2004/12/05 06:30:00,4439.18667,18.74,TRADE
205,VIC1,2004/12/05 07:00:00,4589.47167,19.19,TRADE
206,VIC1,2004/12/05 07:30:00,4591.845,18.18,TRADE
207,VIC1,2004/12/05 08:00:00,4712.12167,21.73,TRADE
208,VIC1,2004/12/05 08:30:00,4877.43833,26.21,TRADE
209,VIC1,2004/12/05 09:00:00,4980.57167,28.77,TRADE
210,VIC1,2004/12/05 09:30:00,5134.475,29.99,TRADE
211,VIC1,2004/12/05 10:00:00,5216.045,28.41,TRADE
212,VIC1,2004/12/05 10:30:00,5276.36167,18.31,TRADE
213,VIC1,2004/12/05 11:00:00,5363.17,26.09,TRADE
214,VIC1,2004/12/05 11:30:00,5377.98833,32.35,TRADE
215,VIC1,2004/12/05 12:00:00,5388.74,28.76,TRADE
216,VIC1,2004/12/05 12:30:00,5387.31,33.37,TRADE
217,VIC1,2004/12/05 13:00:00,5364.19667,33.26,TRADE
218,VIC1,2004/12/05 13:30:00,5384.02667,31.68,TRADE
219,VIC1,2004/12/05 14:00:00,5393.93833,29.73,TRADE
220,VIC1,2004/12/05 14:30:00,5450.925,28.73,TRADE
221,VIC1,2004/12/05 15:00:00,5499.243329999999,30.68,TRADE
222,VIC1,2004/12/05 15:30:00,5551.85667,30.67,TRADE
223,VIC1,2004/12/05 16:00:00,5590.83,29.43,TRADE
224,VIC1,2004/12/05 16:30:00,5619.01333,28.57,TRADE
225,VIC1,2004/12/05 17:00:00,5644.255,29.98,TRADE
226,VIC1,2004/12/05 17:30:00,5594.663329999999,29.8,TRADE
227,VIC1,2004/12/05 18:00:00,5527.46,28.04,TRADE
228,VIC1,2004/12/05 18:30:00,5401.81,27.69,TRADE
229,VIC1,2004/12/05 19:00:00,5313.29,27.69,TRADE
230,VIC1,2004/12/05 19:30:00,5246.51167,27.69,TRADE
231,VIC1,2004/12/05 20:00:00,5341.74667,27.71,TRADE
232,VIC1,2004/12/05 20:30:00,5390.89333,27.58,TRADE
233,VIC1,2004/12/05 21:00:00,5314.435,26.34,TRADE
234,VIC1,2004/12/05 21:30:00,5152.19667,24.76,TRADE
235,VIC1,2004/12/05 22:00:00,4992.538329999999,21.85,TRADE
236,VIC1,2004/12/05 22:30:00,4823.376670000001,20.06,TRADE
237,VIC1,2004/12/05 23:00:00,4784.10833,22.5,TRADE
238,VIC1,2004/12/05 23:30:00,5070.39167,24.48,TRADE
239,VIC1,2004/12/06 00:00:00,5029.24167,22.52,TRADE
240,VIC1,2004/12/06 00:30:00,4863.665,19.82,TRADE
241,VIC1,2004/12/06 01:00:00,4768.796670000001,19.1,TRADE
242,VIC1,2004/12/06 01:30:00,5159.94,21.43,TRADE
243,VIC1,2004/12/06 02:00:00,4982.115,17.39,TRADE
244,VIC1,2004/12/06 02:30:00,4817.2,16.5,TRADE
245,VIC1,2004/12/06 03:00:00,4651.501670000001,15.33,TRADE
246,VIC1,2004/12/06 03:30:00,4540.255,14.32,TRADE
247,VIC1,2004/12/06 04:00:00,4469.725,14.71,TRADE
248,VIC1,2004/12/06 04:30:00,4574.37,17.3,TRADE
249,VIC1,2004/12/06 05:00:00,4643.783329999999,16.41,TRADE
250,VIC1,2004/12/06 05:30:00,4941.40333,22.06,TRADE
251,VIC1,2004/12/06 06:00:00,5270.64667,26.9,TRADE
252,VIC1,2004/12/06 06:30:00,5752.84833,32.37,TRADE
253,VIC1,2004/12/06 07:00:00,6100.08833,30.3,TRADE
254,VIC1,2004/12/06 07:30:00,6031.1683299999995,27.45,TRADE
255,VIC1,2004/12/06 08:00:00,6131.43333,29.37,TRADE
256,VIC1,2004/12/06 08:30:00,6266.58,31.48,TRADE
257,VIC1,2004/12/06 09:00:00,6322.81167,31.74,TRADE
258,VIC1,2004/12/06 09:30:00,6374.64833,40.23,TRADE
259,VIC1,2004/12/06 10:00:00,6454.01167,43.36,TRADE
260,VIC1,2004/12/06 10:30:00,6514.025,43.34,TRADE
261,VIC1,2004/12/06 11:00:00,6629.5433299999995,44.08,TRADE
262,VIC1,2004/12/06 11:30:00,6647.3333299999995,44.04,TRADE
263,VIC1,2004/12/06 12:00:00,6715.32667,44.25,TRADE
264,VIC1,2004/12/06 12:30:00,6841.2916700000005,46.49,TRADE
265,VIC1,2004/12/06 13:00:00,6965.95167,48.65,TRADE
266,VIC1,2004/12/06 13:30:00,7029.885,49.4,TRADE
267,VIC1,2004/12/06 14:00:00,7042.948329999999,48.33,TRADE
268,VIC1,2004/12/06 14:30:00,7090.61,50.17,TRADE
269,VIC1,2004/12/06 15:00:00,7122.55333,50.21,TRADE
270,VIC1,2004/12/06 15:30:00,7168.87833,49.18,TRADE
271,VIC1,2004/12/06 16:00:00,7176.8316700000005,50.12,TRADE
272,VIC1,2004/12/06 16:30:00,7067.80667,47.5,TRADE
273,VIC1,2004/12/06 17:00:00,6920.58,44.76,TRADE
274,VIC1,2004/12/06 17:30:00,6666.81333,37.08,TRADE
275,VIC1,2004/12/06 18:00:00,6463.465,34.2,TRADE
276,VIC1,2004/12/06 18:30:00,6261.48833,31.55,TRADE
277,VIC1,2004/12/06 19:00:00,6119.655,28.9,TRADE
278,VIC1,2004/12/06 19:30:00,6034.81833,28.58,TRADE
279,VIC1,2004/12/06 20:00:00,5911.62167,26.88,TRADE
280,VIC1,2004/12/06 20:30:00,5749.98167,28.21,TRADE
281,VIC1,2004/12/06 21:00:00,5585.78,27.33,TRADE
282,VIC1,2004/12/06 21:30:00,5396.46,29.43,TRADE
283,VIC1,2004/12/06 22:00:00,5203.69333,24.28,TRADE
284,VIC1,2004/12/06 22:30:00,5070.145,26.18,TRADE
285,VIC1,2004/12/06 23:00:00,4976.676670000001,25.84,TRADE
286,VIC1,2004/12/06 23:30:00,5364.31,28.34,TRADE
287,VIC1,2004/12/07 00:00:00,5287.27,26.01,TRADE
288,VIC1,2004/12/07 00:30:00,5088.7,23.14,TRADE
289,VIC1,2004/12/07 01:00:00,4944.375,20.01,TRADE
290,VIC1,2004/12/07 01:30:00,5364.3,22.67,TRADE
291,VIC1,2004/12/07 02:00:00,5207.605,17.57,TRADE
292,VIC1,2004/12/07 02:30:00,4961.76833,16.28,TRADE
293,VIC1,2004/12/07 03:00:00,4810.8333299999995,14.77,TRADE
294,VIC1,2004/12/07 03:30:00,4687.67333,14.28,TRADE
295,VIC1,2004/12/07 04:00:00,4632.95,14.65,TRADE
296,VIC1,2004/12/07 04:30:00,4712.498329999999,16.79,TRADE
297,VIC1,2004/12/07 05:00:00,4882.94667,18.44,TRADE
298,VIC1,2004/12/07 05:30:00,5169.5416700000005,26.47,TRADE
299,VIC1,2004/12/07 06:00:00,5529.515,27.64,TRADE
300,VIC1,2004/12/07 06:30:00,6030.74,33.89,TRADE
301,VIC1,2004/12/07 07:00:00,6368.4166700000005,38.85,TRADE
302,VIC1,2004/12/07 07:30:00,6259.86,34.45,TRADE
303,VIC1,2004/12/07 08:00:00,6317.415,35.08,TRADE
304,VIC1,2004/12/07 08:30:00,6370.78167,38.29,TRADE
305,VIC1,2004/12/07 09:00:00,6405.95,42.43,TRADE
306,VIC1,2004/12/07 09:30:00,6165.145,33.17,TRADE
307,VIC1,2004/12/07 10:00:00,6162.2083299999995,32.76,TRADE
308,VIC1,2004/12/07 10:30:00,6247.52167,31.52,TRADE
309,VIC1,2004/12/07 11:00:00,6183.025,31.98,TRADE
310,VIC1,2004/12/07 11:30:00,6279.595,38.23,TRADE
311,VIC1,2004/12/07 12:00:00,6456.413329999999,43.79,TRADE
312,VIC1,2004/12/07 12:30:00,6557.55333,44.25,TRADE
313,VIC1,2004/12/07 13:00:00,6628.56333,42.39,TRADE
314,VIC1,2004/12/07 13:30:00,6660.01,43.71,TRADE
315,VIC1,2004/12/07 14:00:00,6680.26833,41.1,TRADE
316,VIC1,2004/12/07 14:30:00,6647.05667,32.37,TRADE
317,VIC1,2004/12/07 15:00:00,6663.91,41.23,TRADE
318,VIC1,2004/12/07 15:30:00,6632.01333,36.44,TRADE
319,VIC1,2004/12/07 16:00:00,6651.23667,36.62,TRADE
320,VIC1,2004/12/07 16:30:00,6554.0,36.04,TRADE
321,VIC1,2004/12/07 17:00:00,6439.14333,37.77,TRADE
322,VIC1,2004/12/07 17:30:00,6203.873329999999,32.55,TRADE
323,VIC1,2004/12/07 18:00:00,6006.23,29.78,TRADE
324,VIC1,2004/12/07 18:30:00,5825.57667,28.25,TRADE
325,VIC1,2004/12/07 19:00:00,5748.00833,29.79,TRADE
326,VIC1,2004/12/07 19:30:00,5632.006670000001,29.63,TRADE
327,VIC1,2004/12/07 20:00:00,5689.065,31.09,TRADE
328,VIC1,2004/12/07 20:30:00,5688.25333,33.68,TRADE
329,VIC1,2004/12/07 21:00:00,5559.006670000001,29.11,TRADE
330,VIC1,2004/12/07 21:30:00,5407.50833,33.29,TRADE
331,VIC1,2004/12/07 22:00:00,5224.725,26.34,TRADE
332,VIC1,2004/12/07 22:30:00,5071.785,28.08,TRADE
