,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,VIC1,2004/07/01 00:30:00,5832.7933299999995,27.89,TRADE
1,VIC1,2004/07/01 01:00:00,5758.538329999999,26.51,TRADE
2,VIC1,2004/07/01 01:30:00,6108.92,37.59,TRADE
3,VIC1,2004/07/01 02:00:00,5943.98833,23.68,TRADE
4,VIC1,2004/07/01 02:30:00,5719.22167,18.29,TRADE
5,VIC1,2004/07/01 03:00:00,5526.28667,18.31,TRADE
6,VIC1,2004/07/01 03:30:00,5316.65667,16.26,TRADE
7,VIC1,2004/07/01 04:00:00,5204.836670000001,16.49,TRADE
8,VIC1,2004/07/01 04:30:00,5108.21333,15.84,TRADE
9,VIC1,2004/07/01 05:00:00,5112.075,16.14,TRADE
10,VIC1,2004/07/01 05:30:00,5159.36667,16.68,TRADE
11,VIC1,2004/07/01 06:00:00,5294.74167,17.06,TRADE
12,VIC1,2004/07/01 06:30:00,5680.14167,23.48,TRADE
13,VIC1,2004/07/01 07:00:00,6029.18833,27.24,TRADE
14,VIC1,2004/07/01 07:30:00,6181.935,26.99,TRADE
15,VIC1,2004/07/01 08:00:00,6440.26667,31.08,TRADE
16,VIC1,2004/07/01 08:30:00,6671.88333,33.66,TRADE
17,VIC1,2004/07/01 09:00:00,6790.19667,34.09,TRADE
18,VIC1,2004/07/01 09:30:00,6847.2933299999995,32.99,TRADE
19,VIC1,2004/07/01 10:00:00,6764.59833,32.01,TRADE
20,VIC1,2004/07/01 10:30:00,6722.81,33.12,TRADE
21,VIC1,2004/07/01 11:00:00,6683.33833,32.28,TRADE
22,VIC1,2004/07/01 11:30:00,6674.42333,28.43,TRADE
23,VIC1,2004/07/01 12:00:00,6714.865,30.11,TRADE
24,VIC1,2004/07/01 12:30:00,6679.86167,28.04,TRADE
25,VIC1,2004/07/01 13:00:00,6688.0833299999995,28.06,TRADE
26,VIC1,2004/07/01 13:30:00,6760.97,30.33,TRADE
27,VIC1,2004/07/01 14:00:00,6803.77833,28.71,TRADE
28,VIC1,2004/07/01 14:30:00,6714.455,26.73,TRADE
29,VIC1,2004/07/01 15:00:00,6684.47333,23.18,TRADE
30,VIC1,2004/07/01 15:30:00,6659.675,22.91,TRADE
31,VIC1,2004/07/01 16:00:00,6637.18,23.48,TRADE
32,VIC1,2004/07/01 16:30:00,6612.94167,25.16,TRADE
33,VIC1,2004/07/01 17:00:00,6652.08833,22.75,TRADE
34,VIC1,2004/07/01 17:30:00,6883.42833,29.58,TRADE
35,VIC1,2004/07/01 18:00:00,7209.045,43.9,TRADE
36,VIC1,2004/07/01 18:30:00,7162.03667,44.31,TRADE
37,VIC1,2004/07/01 19:00:00,7037.873329999999,44.39,TRADE
38,VIC1,2004/07/01 19:30:00,6916.47333,43.0,TRADE
39,VIC1,2004/07/01 20:00:00,6776.82167,41.72,TRADE
40,VIC1,2004/07/01 20:30:00,6648.63667,44.51,TRADE
41,VIC1,2004/07/01 21:00:00,6492.76,41.62,TRADE
42,VIC1,2004/07/01 21:30:00,6331.16,41.92,TRADE
43,VIC1,2004/07/01 22:00:00,6139.36,40.51,TRADE
44,VIC1,2004/07/01 22:30:00,5921.091670000001,41.4,TRADE
45,VIC1,2004/07/01 23:00:00,5767.4183299999995,36.23,TRADE
46,VIC1,2004/07/01 23:30:00,6062.61167,37.9,TRADE
47,VIC1,2004/07/02 00:00:00,5928.39667,28.48,TRADE
48,VIC1,2004/07/02 00:30:00,5789.95,24.83,TRADE
49,VIC1,2004/07/02 01:00:00,5640.56,24.11,TRADE
50,VIC1,2004/07/02 01:30:00,5966.42333,28.09,TRADE
51,VIC1,2004/07/02 02:00:00,5851.585,22.94,TRADE
52,VIC1,2004/07/02 02:30:00,5661.841670000001,17.34,TRADE
53,VIC1,2004/07/02 03:00:00,5411.835,16.98,TRADE
54,VIC1,2004/07/02 03:30:00,5250.0416700000005,15.84,TRADE
55,VIC1,2004/07/02 04:00:00,5103.065,15.51,TRADE
56,VIC1,2004/07/02 04:30:00,5042.675,15.21,TRADE
57,VIC1,2004/07/02 05:00:00,4987.85667,15.26,TRADE
58,VIC1,2004/07/02 05:30:00,5074.11167,15.37,TRADE
59,VIC1,2004/07/02 06:00:00,5172.66,15.77,TRADE
60,VIC1,2004/07/02 06:30:00,5586.9566700000005,24.69,TRADE
61,VIC1,2004/07/02 07:00:00,5878.69667,23.95,TRADE
62,VIC1,2004/07/02 07:30:00,6025.426670000001,26.72,TRADE
63,VIC1,2004/07/02 08:00:00,6292.54,33.84,TRADE
