,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,VIC1,2004/01/01 00:30:00,4847.54833,15.32,TRADE
1,VIC1,2004/01/01 01:00:00,4659.26833,14.61,TRADE
2,VIC1,2004/01/01 01:30:00,5020.02333,15.11,TRADE
3,VIC1,2004/01/01 02:00:00,4765.88333,14.39,TRADE
4,VIC1,2004/01/01 02:30:00,4497.623329999999,13.35,TRADE
5,VIC1,2004/01/01 03:00:00,4256.836670000001,6.82,TRADE
6,VIC1,2004/01/01 03:30:00,4158.22,4.32,TRADE
7,VIC1,2004/01/01 04:00:00,4053.2416700000003,4.3,TRADE
8,VIC1,2004/01/01 04:30:00,3963.8066700000004,4.3,TRADE
9,VIC1,2004/01/01 05:00:00,3944.625,4.27,TRADE
10,VIC1,2004/01/01 05:30:00,3907.89667,4.25,TRADE
11,VIC1,2004/01/01 06:00:00,3945.62333,4.25,TRADE
12,VIC1,2004/01/01 06:30:00,4018.25,4.29,TRADE
13,VIC1,2004/01/01 07:00:00,4098.26833,4.3,TRADE
14,VIC1,2004/01/01 07:30:00,4054.025,4.28,TRADE
15,VIC1,2004/01/01 08:00:00,4088.02167,4.3,TRADE
16,VIC1,2004/01/01 08:30:00,4192.71833,4.78,TRADE
17,VIC1,2004/01/01 09:00:00,4325.885,11.23,TRADE
18,VIC1,2004/01/01 09:30:00,4446.63833,14.27,TRADE
19,VIC1,2004/01/01 10:00:00,4505.565,14.6,TRADE
20,VIC1,2004/01/01 10:30:00,4587.78167,14.49,TRADE
21,VIC1,2004/01/01 11:00:00,4636.15333,14.91,TRADE
22,VIC1,2004/01/01 11:30:00,4696.75333,15.47,TRADE
23,VIC1,2004/01/01 12:00:00,4759.836670000001,16.08,TRADE
24,VIC1,2004/01/01 12:30:00,4759.48667,16.78,TRADE
25,VIC1,2004/01/01 13:00:00,4766.16167,16.77,TRADE
26,VIC1,2004/01/01 13:30:00,4824.7066700000005,17.18,TRADE
27,VIC1,2004/01/01 14:00:00,4866.23,20.69,TRADE
28,VIC1,2004/01/01 14:30:00,4909.93167,22.85,TRADE
29,VIC1,2004/01/01 15:00:00,4995.051670000001,35.01,TRADE
30,VIC1,2004/01/01 15:30:00,5064.408329999999,25.59,TRADE
31,VIC1,2004/01/01 16:00:00,5159.08833,31.97,TRADE
32,VIC1,2004/01/01 16:30:00,5225.17333,36.56,TRADE
33,VIC1,2004/01/01 17:00:00,5313.73167,42.13,TRADE
34,VIC1,2004/01/01 17:30:00,5270.68333,40.72,TRADE
35,VIC1,2004/01/01 18:00:00,5193.323329999999,34.46,TRADE
36,VIC1,2004/01/01 18:30:00,5112.50333,34.1,TRADE
37,VIC1,2004/01/01 19:00:00,5002.35833,31.19,TRADE
38,VIC1,2004/01/01 19:30:00,4890.865,32.91,TRADE
39,VIC1,2004/01/01 20:00:00,4878.365,38.29,TRADE
40,VIC1,2004/01/01 20:30:00,4949.30333,37.48,TRADE
41,VIC1,2004/01/01 21:00:00,4938.32667,28.54,TRADE
42,VIC1,2004/01/01 21:30:00,4801.118329999999,23.77,TRADE
