,REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
0,VIC1,2016/07/01 00:30:00,5309.21,133.25,TRADE
1,VIC1,2016/07/01 01:00:00,5063.23,38.24,TRADE
2,VIC1,2016/07/01 01:30:00,4854.71,54.58,TRADE
3,VIC1,2016/07/01 02:00:00,4625.94,39.38,TRADE
4,VIC1,2016/07/01 02:30:00,4455.9,25.72,TRADE
5,VIC1,2016/07/01 03:00:00,4386.26,19.9,TRADE
6,VIC1,2016/07/01 03:30:00,4270.31,14.95,TRADE
7,VIC1,2016/07/01 04:00:00,4299.01,20.95,TRADE
8,VIC1,2016/07/01 04:30:00,4297.15,23.08,TRADE
9,VIC1,2016/07/01 05:00:00,4297.95,23.74,TRADE
10,VIC1,2016/07/01 05:30:00,4426.78,50.59,TRADE
11,VIC1,2016/07/01 06:00:00,4644.61,45.87,TRADE
12,VIC1,2016/07/01 06:30:00,5131.81,91.92,TRADE
13,VIC1,2016/07/01 07:00:00,5552.33,162.32,TRADE
14,VIC1,2016/07/01 07:30:00,5818.57,164.97,TRADE
15,VIC1,2016/07/01 08:00:00,6218.47,209.03,TRADE
16,VIC1,2016/07/01 08:30:00,6411.68,267.62,TRADE
17,VIC1,2016/07/01 09:00:00,6576.06,181.65,TRADE
18,VIC1,2016/07/01 09:30:00,6617.33,229.08,TRADE
19,VIC1,2016/07/01 10:00:00,6564.28,133.89,TRADE
20,VIC1,2016/07/01 10:30:00,6448.74,98.18,TRADE
21,VIC1,2016/07/01 11:00:00,6278.27,261.97,TRADE
22,VIC1,2016/07/01 11:30:00,6085.69,227.86,TRADE
23,VIC1,2016/07/01 12:00:00,5966.44,117.13,TRADE
24,VIC1,2016/07/01 12:30:00,5855.97,121.51,TRADE
25,VIC1,2016/07/01 13:00:00,5803.85,244.65,TRADE
26,VIC1,2016/07/01 13:30:00,5808.32,102.62,TRADE
27,VIC1,2016/07/01 14:00:00,5891.68,81.47,TRADE
28,VIC1,2016/07/01 14:30:00,5910.39,69.33,TRADE
29,VIC1,2016/07/01 15:00:00,5934.33,91.4,TRADE
30,VIC1,2016/07/01 15:30:00,5988.68,85.28,TRADE
31,VIC1,2016/07/01 16:00:00,6079.98,93.54,TRADE
32,VIC1,2016/07/01 16:30:00,6133.78,76.92,TRADE
33,VIC1,2016/07/01 17:00:00,6348.42,92.39,TRADE
34,VIC1,2016/07/01 17:30:00,6558.57,140.35,TRADE
35,VIC1,2016/07/01 18:00:00,6797.0,261.4,TRADE
36,VIC1,2016/07/01 18:30:00,6687.11,203.62,TRADE
37,VIC1,2016/07/01 19:00:00,6577.78,147.6,TRADE
38,VIC1,2016/07/01 19:30:00,6439.93,76.82,TRADE
39,VIC1,2016/07/01 20:00:00,6300.81,78.84,TRADE
40,VIC1,2016/07/01 20:30:00,6131.95,108.56,TRADE
41,VIC1,2016/07/01 21:00:00,6021.57,95.42,TRADE
42,VIC1,2016/07/01 21:30:00,5812.41,75.52,TRADE
43,VIC1,2016/07/01 22:00:00,5624.24,68.37,TRADE
44,VIC1,2016/07/01 22:30:00,5481.68,119.26,TRADE
45,VIC1,2016/07/01 23:00:00,5388.25,113.22,TRADE
46,VIC1,2016/07/01 23:30:00,5623.05,105.93,TRADE
47,VIC1,2016/07/02 00:00:00,5632.2,84.53,TRADE
48,VIC1,2016/07/02 00:30:00,5315.34,47.57,TRADE
49,VIC1,2016/07/02 01:00:00,5054.16,53.43,TRADE
50,VIC1,2016/07/02 01:30:00,4762.26,46.71,TRADE
51,VIC1,2016/07/02 02:00:00,4547.81,22.27,TRADE
52,VIC1,2016/07/02 02:30:00,4403.13,24.53,TRADE
53,VIC1,2016/07/02 03:00:00,4270.55,20.98,TRADE
54,VIC1,2016/07/02 03:30:00,4205.35,15.68,TRADE
55,VIC1,2016/07/02 04:00:00,4113.37,30.68,TRADE
56,VIC1,2016/07/02 04:30:00,4117.4,23.13,TRADE
57,VIC1,2016/07/02 05:00:00,4101.93,30.03,TRADE
58,VIC1,2016/07/02 05:30:00,4130.14,25.2,TRADE
59,VIC1,2016/07/02 06:00:00,4161.85,25.92,TRADE
60,VIC1,2016/07/02 06:30:00,4329.02,27.12,TRADE
61,VIC1,2016/07/02 07:00:00,4531.56,25.35,TRADE
62,VIC1,2016/07/02 07:30:00,4633.88,20.95,TRADE
63,VIC1,2016/07/02 08:00:00,4825.65,167.8,TRADE
64,VIC1,2016/07/02 08:30:00,5030.79,144.08,TRADE
65,VIC1,2016/07/02 09:00:00,5156.29,266.87,TRADE
66,VIC1,2016/07/02 09:30:00,5195.91,271.14,TRADE
67,VIC1,2016/07/02 10:00:00,5210.39,242.71,TRADE
68,VIC1,2016/07/02 10:30:00,5150.13,141.75,TRADE
69,VIC1,2016/07/02 11:00:00,4940.94,72.04,TRADE
70,VIC1,2016/07/02 11:30:00,4845.59,72.19,TRADE
71,VIC1,2016/07/02 12:00:00,4825.04,44.68,TRADE
72,VIC1,2016/07/02 12:30:00,4799.61,68.4,TRADE
73,VIC1,2016/07/02 13:00:00,4688.81,56.14,TRADE
74,VIC1,2016/07/02 13:30:00,4694.33,35.48,TRADE
75,VIC1,2016/07/02 14:00:00,4770.4,34.37,TRADE
76,VIC1,2016/07/02 14:30:00,4830.82,44.68,TRADE
77,VIC1,2016/07/02 15:00:00,4831.4,50.28,TRADE
78,VIC1,2016/07/02 15:30:00,4897.6,71.22,TRADE
79,VIC1,2016/07/02 16:00:00,4964.3,80.71,TRADE
80,VIC1,2016/07/02 16:30:00,5115.37,82.34,TRADE
81,VIC1,2016/07/02 17:00:00,5398.89,127.64,TRADE
82,VIC1,2016/07/02 17:30:00,5668.34,122.91,TRADE
83,VIC1,2016/07/02 18:00:00,5950.94,255.37,TRADE
84,VIC1,2016/07/02 18:30:00,5902.09,111.67,TRADE
85,VIC1,2016/07/02 19:00:00,5784.78,92.2,TRADE
86,VIC1,2016/07/02 19:30:00,5624.26,81.32,TRADE
87,VIC1,2016/07/02 20:00:00,5547.45,83.25,TRADE
88,VIC1,2016/07/02 20:30:00,5460.01,101.05,TRADE
89,VIC1,2016/07/02 21:00:00,5384.45,93.54,TRADE
90,VIC1,2016/07/02 21:30:00,5255.77,133.62,TRADE
91,VIC1,2016/07/02 22:00:00,5111.12,96.2,TRADE
92,VIC1,2016/07/02 22:30:00,4985.87,106.86,TRADE
93,VIC1,2016/07/02 23:00:00,4981.35,132.32,TRADE
94,VIC1,2016/07/02 23:30:00,5228.49,144.19,TRADE
95,VIC1,2016/07/03 00:00:00,5246.03,64.85,TRADE
96,VIC1,2016/07/03 00:30:00,5038.39,44.02,TRADE
97,VIC1,2016/07/03 01:00:00,4802.18,27.38,TRADE
98,VIC1,2016/07/03 01:30:00,4562.73,25.2,TRADE
99,VIC1,2016/07/03 02:00:00,4330.98,24.7,TRADE
100,VIC1,2016/07/03 02:30:00,4182.15,25.39,TRADE
101,VIC1,2016/07/03 03:00:00,4078.02,25.03,TRADE
102,VIC1,2016/07/03 03:30:00,3961.38,22.88,TRADE
103,VIC1,2016/07/03 04:00:00,3863.29,18.62,TRADE
104,VIC1,2016/07/03 04:30:00,3877.61,25.2,TRADE
105,VIC1,2016/07/03 05:00:00,3875.73,25.2,TRADE
106,VIC1,2016/07/03 05:30:00,3920.17,25.2,TRADE
107,VIC1,2016/07/03 06:00:00,3974.7,25.2,TRADE
108,VIC1,2016/07/03 06:30:00,4060.93,25.2,TRADE
109,VIC1,2016/07/03 07:00:00,4161.35,28.63,TRADE
110,VIC1,2016/07/03 07:30:00,4188.91,23.93,TRADE
111,VIC1,2016/07/03 08:00:00,4304.85,86.54,TRADE
112,VIC1,2016/07/03 08:30:00,4443.24,167.22,TRADE
113,VIC1,2016/07/03 09:00:00,4534.84,87.16,TRADE
114,VIC1,2016/07/03 09:30:00,4608.5,78.41,TRADE
115,VIC1,2016/07/03 10:00:00,4608.0,52.67,TRADE
116,VIC1,2016/07/03 10:30:00,4618.79,42.64,TRADE
117,VIC1,2016/07/03 11:00:00,4554.21,73.17,TRADE
118,VIC1,2016/07/03 11:30:00,4494.78,89.73,TRADE
119,VIC1,2016/07/03 12:00:00,4441.84,64.62,TRADE
120,VIC1,2016/07/03 12:30:00,4442.85,70.81,TRADE
